user description,class
Creative Director of Clothing Brand ShaadLewis | IG : Shaadlewis__,0
#Thunderup Florida nigga,0
#BlackLivesMatter :black_heart: E!'s Dating #NoFilter :face_with_hand_over_mouth: Host of @goodsodpod :sweat_droplets: Bttm/Vers :smiling_face_with_horns:,0
Rewatching Neighbours from the start over 18 months. Working on Neighbours: The Farewell Tour. Retro TV obsessive. Also @joejulians,0
Gunners. Steelers. RTs = only interesting. Love and let live. The standard is the standard.,0
ur•ban (adj) el•e•gance (n): 1. Handling situations with elegance in an urban environment. 2. It's Brent (bitchesssss) :Libra:,0
"science, computers, digitization, spaceflight, climate crisis // theoretical chemist :man_scientist: // computer enthusiast :man_technologist: // works at @UniJena and on @shapeXT_com",0
america's strongest boy (she/they),0
latinx | penn '21 | @trumanapp PA-20 | he/him/él :transgender_flag::rainbow_flag:,0
welcome to my twisted mind :smiling_face_with_horns::see-no-evil_monkey::zany_face:,0
"Law prof & political scientist, @GeorgiaStateLaw | Constitutional law, American Political Development, Supreme Court, civil rights, anti-discrimination | :rainbow_flag:",0
"28 | cat dad :cat_face: | mental health awareness | vegetarian | books, pizza & anything eco friendly :seedling: | english & svenska | he/him :rainbow_flag:",0
"Author, Speaker, Entrepreneur, Podcast Host and Advanced Practice Pharmacist",0
7,0
Dayna Lynn Nuckolls :dizzy: THEE Sidereal Astrologer • #DivinationForLiberation • _URL_ • Hello@ThePeoplesOracle.com,0
":sunflower: Señor Honeybun:sunflower: - Legal Bae:balance_scale: ""Flower child, you're about to bloom"" ENFJ-T",0
None,0
Have you considered therapy? #married #gay #spiritual #agnostic #atheist #meditation #lgbtq #travel #chess #books #dogs Student of languages.,0
Morgan State Alumnus| MSM – UMD | IG: @MarcBennett_| :Leo:| Governor Appointee | Aspiring Attorney :balance_scale:| Fut. GWU LAW Student,0
None,0
:T-Rex::panda::nerd_face:,0
pretty,0
my best personality trait is my height the second is my gap third is that I'm a Sagittarius $rowdybt,0
_URL_ _URL_ _URL_ In one word? Amazing.,0
"Gay sports writer @Outsports @SBNation. Co-author, My Life On The Line. Learning how to DJ house music. Look out!",0
I'LL BURY U COCK ROACHES !! FROM NY TO NO...u know what it is! #Hennygang #HennyMami #jetlife #womenintech #LIKEADAWG #Midcity,0
juswatch & read. instagram: keisean | @ABC Producer | @_HamptonU Alumnus | Views expressed here do not reflect anyone else's but my own.,0
Tired of missing all the fun and this quarantine has me BORED.,0
if you love me buy me a plant,0
"""Don't waste your time with explanations. People only hear what they want to hear."" -Paulo Coelho",0
"Animator, Artist | Commissions:OPEN | interested in games work | DM for @StumbleQuest | contact: topspinthefuzzy@gmail.com | _URL_",0
DevOps Junkie. Full-Stack Software Developer. Dodged The Jab.:smiling_face_with_smiling_eyes: I Don't Trust The Government.,0
"""Hate is fear. Love is fearless""",0
Pronouns: He/Him/His,0
None,0
i was introduced to the seahawks since 1976 and i've since been a fan.,0
"Single gay man, tattooed, pierced, nudity, chastity, hearing impaired, exhibitionism, BDSM, Body Mod Looking for meaningful connections. All DMs welcome.",0
𓆩♡𓆪 im not a good person,0
Eng girl living in NZ. 41 years young.. Mum. Liberally minded.  Sports fan.. Supernatural since 05 fan.. The Boys fan.. Marvel Fan.. BLM.. and LGBTQI ALLY.,0
:hot_beverage:,0
Just a lonely soul.. The Adventurer... The Keeper of Time... The Aquarian...,0
"Medical journalist; science editor for @POZmagazine/@Hepatitismag/@CancerHealthmag; Bay Area Reporter (@eBARnews), @aidsmap/@infohep; research beagle adopter",0
just another white gay with an MBA | opinions are mine and not those of my employer or clients | he/him/his | :rainbow_flag::Canada:,0
God fearing Texan American:tongue:,0
Drink. Smoke. Vibe. Dance a little bit.,0
"Danish born, South Africa raised. Carpenter & Joiner. Citizen of the world. Student of life. :Denmark::mouse_face: ""Sawdust is man-glitter""",0
please clap,0
Disabled - Chronically Ill - Long Covid - Former Chef - Kid Lit Connoisseur,0
Charlotte//Syria,0
None,0
"Forager, cyclist, morlock, maker of things. Chicken fan, mad inventor. Retweeting or following doesn't mean you're right. Racists and idiots blocked on sight.",0
"1st a & 2nd a supporter, military & police supporter, :red_heart::United_States: Don't tread on me!!",0
Candidate for Congress Southeast LA #CA42 :United_States: Engineer :robot: Organizer :handshake: Now: @Beltran4CA @speakupamerica_ @greenzoneactnow @kpcc Alum: Biden '20 CORO Obama '08,0
I question everything. Nothing is as it seems. Always Out Front #ENDBSL Et Marte Et Arte- Follow the Black Chicken. I bite and don't let go.,0
med student • future developmental paediatrician • potterhead:woman_mage_medium_skin_tone: • soca junkie :person_cartwheeling_medium_skin_tone: • no homophobia/transphobia/discrimination tolerated here • she/her,0
Poet:speaking_head: Writer:writing_hand_medium-dark_skin_tone: Podcaster:studio_microphone: The intellectual city girl,0
:prayer_beads::Albania:,0
Designer ThePlasticsNYC IG: @jayvonjames,0
Gym is my therapy. PSN: |Jeauxie|  Switch: |SW-0126-4982-9023|  Man Titty Connoisseur. Not A Freak Account.,0
Austin :round_pushpin:Black Lives Matter:raised_fist_light_skin_tone: He/Him,0
Retired and loving every minute,0
None,0
Travel Enthusiast :small_airplane: Fueled with Tea :teapot: Driven by Culture :globe_showing_Americas:,0
Live Mon & Wed 7pm-11pm CST; Twitch streamer; Army veteran: Dubby Energy promo lunaticsheep 10% off.,0
- Go Pats! • Swiftie • FSU '22 • Fordham Law '25 • #BLM • Isaiah 54:17 • Brady = :goat: • Pro-Choice •,0
"Incoming assistant professor at @ucincinnatilaw, formerly @hrw. Minnesota Nice. He/him.",0
:round_pushpin: san francisco,0
:flexed_biceps_medium_skin_tone::syringe::dog_face: Los Angeles transplant in Michigan. public health. art. overly convicted and anxious discourse. growth wannabe turned bodybuilder $timovdrow,0
"Multi-Award Winner, Accidental CEO @GlitchUK_, a Recovering Politician, Debut Author: Stay Safe Online Always a D*ckhead on a journey of unlearning.",0
"writer on race, culture + social justice bylines: @NBCNewsTHINK, @TeenVogue, @Wired @IndyUSA #Liverpool fan, marketing | brands | social impact #blm",0
Love is so beautiful.,0
"voting rights & fitness, bylines @nytimes, @guardian, @buzzfeed, @vice, Repped by @dblackagency / Newsletter: Spenser's Super Tuesday. _URL_",0
"Artist / Designer. Fan of film, music, tv, and sport. Art prints available here: _URL_",0
Usual content paused until we get leadership that values life more than capitalism for now imma just point out the insanity,0
sing to me Paolo,0
Suicide Survivor:butterfly:,0
Happily married 2 USAF Vet. Proud Trump supporter. Telegram _URL_ Don't talk to me about Ukraine. Talk to me about America. :United_States:,0
What a time to be alive,0
"Revert, Husband to @Knot__Doc, Boston-born, Down Syndrome/AS Dad, OIF Combat Vet, Grad @providencecol @UofOklahoma @navalwarcollege Alum @FightingFirst",0
Executive Co-Blogger - AceofSpadesHQ.  It's Time for Dodgers Baseball! @ComradeArthur on Parler and Gettr,0
:folded_hands_light_skin_tone: :right_arrow::person_in_tuxedo::right_arrow: :women_with_bunny_ears: :right_arrow: :dog::dog: :right_arrow::Pisces: :prohibited:libs,0
"Finance and accounting professional in West TX. MBA Finance, MS Accounting. :sign_of_the_horns_medium-light_skin_tone:",0
Maryland-educated & Nashville-raised | :rainbow_flag: #BlackLivesMatter,0
"famously anxious and depressed. Thoughts, opinions, and typos are my own. he/him/his.",0
Earthling. Appalachian. MSer. Women's college alumna. My life dream is to be a stay at home cat mom. Super Voter. Vaccinated. Mask Wearer. she/her,0
None,0
:black_heart::rose: hottie/beyhive hybrid,0
I can finish an entire party pack of tacos by myself. He/Him,0
"Metaphysician; Public Health Biologist Chess Master (retired) Zelle or PayPal: walicolt2020@gmail.com (any amt well help, even $5) Cancer Survivor; Teacher",0
"Actor, writer, primate.",0
parody/satire legally binding!,0
black hag black clothes black lives :double_exclamation_mark:I hate when locked accounts follow me so don't do that shit. If you cannot buy your own drink at a bar then GO. AWAY.:double_exclamation_mark:,0
Criminal Defense Attorney. Political junkie. Travelling sweetheart who loves fashion. Age Quod Agis- whatever you do do it to the best of your ability.,0
:thinking_face:I'm not special :man_shrugging: :pirate_flag:,0
None,0
@ProgCaucusCDP Bay Area Vice Chair • @IFPTE21 • #WheelOfTime • Personal Twitter/Personal Views • He/Him :rainbow_flag::rose::sunrise::trolleybus: M4A BLM :Virgo: :Greece:,0
"Capricorn :sun_with_face:, Pisces:crescent_moon: Leo :sunrise: :drum: KENYA MOORE HAIR CARE :drum:",0
Dream Big or Dont Dream at All. I Talk Alotta Shyt. I Swear I Mean it All. - Chicago:airplane:Atl #crownshyt #LMYF,0
Digital Engagement Strategist:mobile_phone: | Libran :Libra: || :Jamaica:,0
None,0
All tweets personal and/or hilarious. (He/Him) :rainbow_flag::transgender_flag:,0
"My tweets are in no way advice, especially not financial...",0
Enfj-a:thumbs_up::grinning_face: I strongly believe in butterfly effect,0
"the wrestling fan that created the iron man match,and some other ideas for wrestling,never got a thank you from wrestling,the match was created on p.w.n.",0
Tell me how this isn't the tribulation. New World ODOR,0
"Martial Artist, Podcaster, Freedom Advocate, Truth Warrior",0
"Artist, Jill-of-all-trades. witch, safety geek, unaffiliated, weird AF. LGBTQ She/her, batteries not included.",0
"Educator B.Ed., B.F.A., M.A., CDPPD #HumanRights #Climate #EndTheElectoralCollege #Reparations #UniversalHealthcare #EndGunViolence #PrecautionaryPrinciple",0
"Day 873 of pretending my quartz collection is healing my life trauma~ Equal part competant academic, equal part dumb slut~ Very confused, very gay, very tired",0
Mutual I'm sure. Tweets are my own.,0
Wild. Can't tame. :anchor: :Sagittarius:,0
None,0
Product of S.V.G :palm_tree: || IG: _URL_,0
anime. books. gore/horror. she/they. NSFW | NO MINORS. BLACK LIVES MATTER. ACAB. pan :rainbow_flag::Jamaica::Gemini:,0
@LehmanCollege Prof. CE:SC #BDS #CancelStudentDebt #ClimateJustice #EndWar #FreeAssange #FreeCollege #LandBack #Privacy #Reparations #SinglePayer #TeachCRT,0
":Jamaica: YouTuber and Social Media Personality. Prime Minister Youth Awardee for Excellence In Arts & Culture (2019). 200,000+ Subscribers on Youtube",0
None,0
None,0
A retweet/like is not an endorsement. I am here for the laughs.,0
"News. Entertainment. Trouble. :rolled-up_newspaper:  Contributions? Yes, please! _URL_ Got news tips? Send them to news@portlandmercury.com",0
A Midsummer Night's Dream Illustrated Handbook and Encyclopedia. I'm an Autistic person with cake not a caketastic person with Autism. Actually Autistic Podcast,0
ex-boyfriend material,0
Grassroots parody organization highlighting the wonders of progressive politics. Unaffiliated with Occupy Democrats.,0
collaboration@support.exbulletin.com,0
"Socratic. anime, music, vidya, politics, cinema, philosophy, religion, craftsmanship, automotive, horticulture, bushcraft, sailing, anything I find interesting.",0
"I.T. professional, Child of God, Husband, Father and SpaceX enthusiast.",0
"Best damn tapper. The most smartest. • He/him • My views, like my business, are my own.",0
she/her || views are my own.,0
saint :baby_angel_medium-dark_skin_tone:,0
"Storyteller 4 @CondoSeniors, @DrivingTheDivas, @PelicanBeakon. Travel/WIldlife/Nature photographer, writer, artist, #NASASocial, #Vet, Unbiased opinion, #press",0
#Educator and social commentator with an interest in development policies as they affect #culture and or #gender issues. Member of the PAJ. #Homeschol supporter,0
"-He/Him/they, gay, NSFW :no_one_under_eighteen: -PSN/Xbox/Steam: AbstraitWolf -Stadia:AbstraitWolf#4560",0
"Pain Medicine News is a news publication for the practicing clinician interested in the diagnosis, treatment and management of pain.",0
"Entrepreneur, Creative type, Passionate about this Planet, Animals, Sports, Butter Tarts, Coffee and Springsteen. No lists and no:red_heart:DMS please.:folded_hands::Ukraine::folded_hands::Ukraine::folded_hands:",0
"kind of like Gucci Mane, Jt, a sprinkle of Viola Davis and Keke Palmer all in 1. Also, wings should only come in flats, no debate.",0
Lit. Freaky Shit. Peaceful. :OK_hand: TrustandBelieve. BK low shit.,0
"American :United_States: Conservative :red_circle: Independent Thinker:rose:Sports fan:baseball::american_football: If you hate Republicans or my tweets, there's no reason to follow me or mention me:prohibited: No DMs:prohibited:",0
"Believer, wife, mom, conservative. In that order.",0
"Be Hot, Have Fun:sparkles:Everything I do has a touch of sociopath :sparkles: (He/Him)",0
Im not optimistic about a future that requires a 'Great Reset' to get there. What could possibly go wrong? :Canada::U.S._Outlying_Islands:,0
yale. epidemiologist in training. queer + trans studies. i somehow also DJ. he/they/she.,0
"Translator, Composer, Writer, Designer, Vegan, Skater, Archer, Actor, Model, Twin. All views are my own. Correspondence From the End of the Universe out Sep. 6.",0
Cambia tus pensamientos y cambiarás tu mundo :hundred_points:,0
Comedy Lover | Aspiring Data Engineer | @Columbia Alum | Womanist | Pro-Black | #AllBlackLivesMatter (She/Her) #BlackTwitter,0
AMERICAN,0
"Humble enough to know i am not perfect, Arrogant enough to know i am the best. Member of the Sovereign Unitary State of Jamaica:Jamaica:",0
"Mathematician and Data Scientist. I do urban mobility simulation, model Covid19 pandemic, urban systems and applied math. Personal account & opinions.",0
| @Yankees | @UWBadgers | @Giants | @NYRangers | Hal Steinbrenner to Prison | Jose Trevino Enjoyer | BluAnon | Walks Hater | Not Cameron Maybin |,0
:Aries: Aries King | :books:Educated | :smiling_face_with_horns: Verse Freak | :leg_medium-dark_skin_tone:Thick Thighs | :no_entry: 21+ NSFW | :raised_fist_medium-dark_skin_tone: Melanated | :peach::sweat_droplets: WAP | :man_lifting_weights_medium-dark_skin_tone: Gym Freak | :face_without_mouth: Lowkey,0
"Founder, Free for Life International anti-trafficking non-profit. Activist, Social Justice, Warrior for those who have no voice. Redhead, Equality Mave (DEM)",0
chaotic neutral:dizzy: humanphobic:prohibited::nauseated_face:,0
Actor | Host: GaymerONE on #YouTube #TwitchAffiliate :video_game:: _URL_ | (IG:kyronjt) | Ft. on @fortheboystv on @Slaytvnow,0
:Jamaica: | Accountant | Follow @DatGamingLxwdYT,0
We'll get along fine once you accept that you're here purely for my amusement,0
Black. Queer. He/him. @PennLaw student interested in reimagining society. @AmericanU alum. Co-founder @BlueFutureNow. ⓥ,0
Pragmatic old broad with plenty to bitch about; trying not to be a curmudgeon Life-long liberal- mad as hell!! Codify Roe! #BLM #guncontrol #voteblue #getvaxxed,0
Social Networks+Care+Causal Inference. Fellow @FXBHarvard. Scholar @oneillinstitute. Governing Council @iasociety. Board @GBGMC_Int + @lvctKe.,0
"Award nominated & winning adult film star. I love traveling, cooking, and watching movies. I would love to be on the cover of GQ magazine. My page is for 18+",0
"-exhausted physician• healer • fighting yt supremacy, homophobia & transphobia daily • she/her • married :ring:• abortion is health care",0
"andy ngo doesn't use alt text. Don't be like andy ngo, use alt text",0
22•Med Student :woman_health_worker_medium-dark_skin_tone:•:Pisces: • she/ her. Halle Bailey Stan Account,0
"book reader, principal :snowman: engineer at @esparklearning, @elminthespring organizer, part of @chicagoawesome, Jew, :rainbow_flag:, he/him. #blacklivesmatter",0
Carpenter ~ Just tryna live life ~,0
Costume Designer :fairy_dark_skin_tone:. create waves :water_wave: | certified agent of chaos| 26 | jamaican :Jamaica: | USAF | IG: cess_rouge | KSU alumni| Future Optometrist,0
The righteous shall flourish like a Palm Tree :desert_island: . :Antigua_&_Barbuda: :Jamaica: :Dominica: :Montserrat: :Statue_of_Liberty:,0
"Neophyte wannabe Crypto wizard! Decades of mortgage lending and RE Broker stuff. I qualify for the O,G. label but don't feel like it. & I love Sparky!",0
This is the internet. I'm not your friend. We don't know each other. I'm here for laughs and an occasional debate.:Aquarius:,0
":Aries::Barbados::desert_island:| Life goes on, baby #RihannaNavy #CFC|| NYU Alumna :sparkles:",0
Making everything around me beautiful MSc loading…:hourglass_not_done:,0
𝟸 𝚃𝚒𝚖𝚘𝚝𝚑𝚢 𝟷:𝟽 ✞,0
@HealthRIGHT360 VP of Policy & Public Affairs; @AliceLGBTQDems CoChair; Abstinent Harm Reduction Advocate; Dad to Xander; Husband to Kory - Views my own.,0
there are little gay people in my head and they are laughing at me :no_one_under_eighteen:profile pic by @cloudhums,0
Sea :round_pushpin:| Screenwriter :television: | Healthy :brain: | Sober:man_in_lotus_position_medium-dark_skin_tone: I'm that song you skipped…now please come find me.,0
she/her || views are my own.,0
"please nobody under 30 talk to me, once your brain fully develops we can be buddies :United_States: dissident of the liberal world order",0
None,0
Scorpio :love-you_gesture_medium-dark_skin_tone: RockstarLifestyle :love-you_gesture_medium-dark_skin_tone:Just follow my IG: Socrownd,0
:backhand_index_pointing_right:The king is here:backhand_index_pointing_left: :speaking_head:people :speaking_head:mask up flattenTheCurve lets get back to normal:face_with_medical_mask::folded_hands: it's the only way let's take back our world :globe_showing_Americas: in Jesus name :Liberia:,0
None,0
None,0
I'm grown tweet what I want | let ya maw luv ya not me | I said what I said | Influencer |,0
The got ya boy up outta here again! But I'm baaaack,0
"Art nerd • Bruja • Tacos, tatuajes, tecates + beards • Pendejadas",0
DO NOT DM Not a fanbase. Here for shits and giggles.  She. Minors do not interact with my nsfw memes. Old I don't like mbbs that much,0
my pronouns are PAY/ME ::::: RT ≠ endorsement,0
non-binary broad from the bronx. i write tv shows. || :transgender_flag::Sagittarius::Jamaica: || she/they/he || repped @ UTA,0
Re/Tweeting Art & Literature & Left-wing Politics I don't use affiliate links; I am unpaid by anyone. You'll get my opinion of a book's success or failure.,0
"On language, climate, pandemics, complex systems. Dark Anthropocene scholar. Cello. @350 ppm. Fletcher School, Fulbright de|es|fr|it|汉 _URL_",0
"Proud Kiwi. Can talk for myself:thumbs_up: Love History, Genealogy. An Abuse Survivor, I've found a voice. :red_heart: making friends :red_heart: photo's, & the story, they tell. PMs - O.K.",0
please don't feel you have to follow me back - I am a stalker of smart people who know interesting things. Living on Ngunnawal country,0
None,0
None,0
@Mikklemukkleja. Freelance writer. Footballer. :Trinidad_&_Tobago::Jamaica: #QRC #LFC #YNWA.,0
God makes beautiful things. Eccles. 3:11,0
EVERYTHING IS A TROLL,0
Virgo | I'm not playing with you,0
scorpio king :scorpion:,0
welcome to my infp mind,0
Jamaican | Arsenal fan | Reveller | Twin | Dog lover | Attorney-at-law | Student-at-life,0
hater of tua & mac Jones,0
smoke me out and tell me I'm pretty,0
"Success is earned, never given. #TravelBae :airplane:",0
Moyocoyotzin :kiss_mark: BSU Alumna | :Aries: | MD | BLM 123,0
"Queer (he, him) 6'6"" 175 buzzcut beard 8.5 cut 55 FF WS BDSM ANONYMOUS exhibitionist. I'm a Hole that loves to eat hairy butts. No other pics to share",0
"I'm a kinky, sexy, dominant woman just trying to make my way in the world. she/her/they _URL_ You must be 18 or older to follow me.",0
ATLANTA :revolving_hearts: IT NEVER GAVE DEAD :face_with_tears_of_joy:,0
bro idk,0
I am what I am stay hood,0
#Musiclover :: my imperfections are perfect for me #RihannaNavy || #MANCHESTERUNITED :soccer_ball: #TMC,0
"SPFBO Finalist. Writer of award-winning fantasy, paranormal, and contemporary fiction, and The Psychology Workbook for Writers.  _URL_",0
"It's Levi-OH-sa, not Levio-SAH. Opinions are my own.",0
None,0
𝔟𝔞𝔡 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶. 𝔟𝔞𝔡𝔡𝔦𝔢.,0
"Kaiel Eytle - :Guyana:-:Jamaica: Marinating Rich Man/Filmmaker, Script Therapist, Chilitos loader man// Writer-Director Nice Lady soon #WeCreateJA",0
blip!,0
Future Dog Mom:service_dog: || Professional Flyer :airplane_departure:,0
"#SpacesHost NFTs for :cooking: Sat @ 10am est | NFTs Since '18 | Marketing Strategist Since '01 (Digital, Search, Advertising, Social, & Acquisition)",0
None,0
Writer | Feminist | Nerd | Senator | Dreamer she/her :rainbow_flag:,0
:Jamaica: Posting bangers for my 3 active followers  IG: nemi.exe,0
IG : @DJPAULMICHAEL,0
From space :alien_monster: :alien:,0
Global Citizen. Creative. Truth seeker. ManCity fan. Social Philosopher.,0
Reporter/ Presenter/ Producer @NationwideRadio Production/ Broadcast Assistant for Talking History Instagram @theonlytaunathomas Facebook: Tauna Thomas,0
"If I was funny, I'd have a good twitter bio",0
I advocate for people to have shame. Sometimes having shame is absolutely necessary.,0
if you take my jokes too serious you just a fool of yourself,0
powerful with a little bit of tender,0
creative director | published photographer & photojournalist.,0
"Full-time musician, part-time everything else.",0
":Jamaica: Suss in #politics, #music (#dancehall, #reggae:Jamaica:, whateva) and wide range of issues #TEAMJAMAICA :Jamaica: #JAMINATE #Jamaica",0
"French, Spanish, Instructional Design and Technology",0
"Writer, journalist, record producer, blogger, 7 books on _URL_",0
if you take my jokes too serious you just a fool of yourself,0
am jovial smart observant intelligent outspoken motivator am a up coming producer/recording artist,0
I think you're beautiful,0
Consistently inconsistent. I've never seen Finding Nemo. GGST I-No:guitar:. Young & Hopeless.,0
#SeluALUMNUS :man_student_medium-dark_skin_tone: i make videos and shit....get into it!,0
|| I LOVE :purple_heart:#BTS :purple_heart:|| 013 #BTSARMY :purple_heart:,0
"COINCIDENCE THEORIST ...MSM ALL LIE$ 24/7 .... see through the script, learn gematria/numerology. Easy as ABC IS 123! SAY NO TO DRUGS _URL_",0
"Mass mind manipulation, psychological operation The general population, hypnotised, right in front of your eyes",0
Jus wanna do right by my country and it's ppl,0
Former Investment Banker. Columbia U. Mom of 7. Conservative/Reactionary. X-Democrat. Snarky Sense of Humor-Not PC! :red_heart:Great Pyr.#MAGA:United_States::Canada:,0
"Just an ordinary guy tweeting. I have a severe dislike for Vax Pass, Lockdowns. Proper gender pronoun: Glock, AR-15, Beretta. Thoughts; opinions are my own.",0
"ex Policeman, horse trainer, author of Murder, mystery, humor. Seeking Angel on Smashwords, Amazon NO DM's Pro Trump. Unvaxxed",0
None,0
"Stop, breathe, tweet",0
IG: lancevancex,0
News Coordinator| PR Guy| CEO & Founder| K.N.M Communications| Podcaster :microphone:| #MoreLife,0
"I like facts, not fiction. Tell me truth I can handle it. Don't lie to me. Former navy wife and traveler. Save the rainforests. :water_wave::water_wave::water_wave:",0
"newsjunkie, culturetracker, animal behaviorist, ecologist, geographer, historian, sociologist, traveler, gardener, rural-urban farmer, social anthropologist",0
"News and information website based in Kroonstad, South Africa.",0
*Blogger |  *Music Analyst |  *Blog Developer |  *Artiste / Producer Management |  *Social Media Manager |  *Content Developer | *Influencer,0
We need to know the #truth,0
News|Events|Happenings|Rumours & More Across Africa +2348023229520 For Further Info!,0
"Official handle for The Citizen newspaper | News, Business, Entertainment, Sport, Motoring, and more.",0
"This is the feed from _URL_ if you prefer to get it in Tweet form. Site by @DanielTharp, message me there if you want a reply.",0
EIN Presswire is Everyone's Internet News Presswire:trade_mark:. We make issuing and distributing press releases easy and affordable.,0
Verbum Dei/ Omnia Vincit Amor/ The Truth Is Out There / AFC Ajax Amsterdam XXX/ Married to Jenny / VERITAS HBS #FreeNavalnyNow UK Back In EU,0
"We are a conglomerate of main political portals on web, we publish every day. (tap the notification bell :bell: to get updates).",0
Medical microbiology & Infectious diseases MD MSc @ St-Jérôme and Montréal :TOP_arrow: Interests #HBV #HCV #HIV #IDtwitter #HIVtwitter (French :Canada:),0
"LA | Integrated PR and Influencer Marketing Ace. | SyracuseU Alum :tangerine:| Film, TV, and, Beauty enthusiast. :growing_heart:",0
"I work in health tech. Also: Writer, Activist, Actor, Vegan Cook, Book Worm, Redhead // she/her. Fight alongside Ukraine! Stop All The Brutes Be A Good Human",0
moni :heart_hands_medium_skin_tone:,0
None,0
Conservative blogger from Kentucky. Bluegrass Pundit blog. #TCOT #MAGA Retweet is not endorsement. Pronouns: Up/Yours,0
:cross_mark::cross_mark::cross_mark::no_one_under_eighteen:NSFW:no_one_under_eighteen::cross_mark: :cross_mark::cross_mark: Top Daddy Into Deep Fucking Sub Btms Of All Shades….Video Re-runs til this MONKEYPOX shit calms down. Get educated and vaccinated ASAP.,0
Hood Essence. Art Appeal,0
"Forager, cyclist, morlock, maker of things. Chicken fan, mad inventor. Retweeting or following doesn't mean you're right. Racists and idiots blocked on sight.",0
Fuck a bio :peach::peach:,0
咯哦哦 图图 正是因为,0
I'm dyslexic so correct my tweets in your head :woman_shrugging_medium-dark_skin_tone: $srbohanon,0
Evil ghost of the ancap that was Commercial HVAC tech but I'll fix your shit on Twitter,0
"Urbanist, planner and photographer in the Bay Area. Walk San Francisco board member. **Personal account** and thoughts are my own. :rainbow_flag::Mexico: in :foggy: he/him",0
21 :bottle_with_popping_cork:,0
"Mad Monkey Marauder.  Captain of the Jolly Poo Flinger.  Status Quo Sux. Abide the Code :pirate_flag: Parlais welcome, but we suffer no foolz.",0
just a chill guy. black. queer. slightly emotional. soon to be #exjw,0
"Office of Utilities Regulation (OUR) is Jamaica's independent utility regulator: Electricity, Water/Sewer & Telecoms [Phone & Internet]. RTs ≠ endorsements.",0
"Jusme Kamil :kiss_mark: 5'5"", 6'8"" worth of game. Support my baby @TheNuBamboo & have a laugh (or 2). (she/her)",0
"Poet/ Spoken Word artist, Photographer, Model, Actor, Artist and just one not to be limited by what others think or feel I should be doing.",0
"""obsessively opposed to the typical."" she/her. twenty-something. dc native. pop culture aficionado. sims content: @ley_sims. $hayelra",0
"Born Standing ATop that Glass Ceiling, Wifey, Momma, Glammomma, Sista, Fren, Teech....",0
"I hate NFTs. Hi! I'm Slatch! Nice to meet you! I love posting really funny stuff that doesn't make sense! Likewise, it's nice to meet you on my profile! Bye! :)",0
collaboration@support.exbulletin.com,0
"My opinons are my own, if you are offended by any of them then please dont confuse me with someone that actually gives a fuck",0
Head of Performance Marketing @imaginedigitalnow & @findyellonow - Everything Digital Advertising: SEM & Data Analytics. Long Island Expert. follow @zipshipja,0
Child of the King. Lawyer. Broke Auntie.,0
IG: @Gyalsina || Entrepreneur || Digital Marketer :laptop:|| stereotypical yaadman:Jamaica: || Fitness Junkie:man_lifting_weights_medium_skin_tone:,0
"I tweet the most about having long covid (Feb 27, 2020), Minneapolis, and country music. Like every tweet bullying the mayor. she/they :rainbow:",0
None,0
None,0
"I don't care, baby.",0
I wanted DOUG JONES for AG 9/11 First Responder & Mental Health Warrior :rainbow_flag:#NewYork #cuomo #hausofpetty :face_with_medical_mask:@DanielSGoldman @repseanmaloney @lisamurkowski :star_of_David:,0
I'm working on it,0
𝔇𝔦𝔰𝔠𝔩𝔞𝔦𝔪𝔢𝔯: ℑ𝔣 𝔶𝔬𝔲 𝔡𝔬𝔫'𝔱 𝔩𝔦𝔨𝔢 𝔱𝔥𝔢 𝔱𝔴𝔢𝔢𝔱 𝔦𝔱'𝔰 𝔭𝔯𝔬𝔟𝔞𝔟𝔩𝔶 𝔰𝔞𝔱𝔦𝔯𝔢. ℭ𝔬𝔬𝔩 𝔩𝔦𝔨𝔢 𝔱𝔥𝔞𝔱.:winking_face: :United_States::Nigeria::United_Kingdom::globe_showing_Europe-Africa:,0
Wisdom,0
Head of Physical Security @twetchapp,0
"If you don't think it, you won't be it :heart_hands_medium-dark_skin_tone:",0
"i'm Damone. i act, write, make film. an artist—sensitive about my shit. a LOUDMOUF. an Aries. a flawed, beautiful creature. | :raised_fist_medium-dark_skin_tone: :rainbow_flag: | IG: DamoneWilliams_",0
Sociologist. Studying content creation entrepreneurship. Assoc Prof: @qcsociology @qcbigdata. Director @QueensPodLab. Podcast: @socannex,0
Queer. Nerd. @MySQL crusader. Open source advocate. PC Gamer. Everfall resident.:vulcan_salute: | #actuallyautistic,0
All I care about is tweets and my mom and my friends. But if you like me... whatever.,0
Needed a less professional one it seems lol.,0
I'm 68 #18+ :envelope_with_arrow: #LoveIsLove  #BlackLivesMatter #EqualityForAll  #ProChoice #Whatsapp and:envelope_with_arrow:,0
24 Hour Person (selective) ||Pandemic Special ||,0
"Marketing Magician. Lover of good food, great music and happy people.",0
"Opioid dependent, PTSD having, cat loving, white Settler. I Tweet about drugs, trauma, cats, games, and navigating life while dirt poor. He/him Pansexual Weirdo",0
Now at 29 the road ahead appears the same,0
i have heard that i am mental,0
"Isolating with #monkeypox. Not feeling cute, might delete later.",0
jazz kitty cats & steven spielberg,0
he/him :round_pushpin:madrid + (peripatetically) the south caucasus // sr recipes editor at saveur,0
