user description,class
Raised by lesbians in the 80s living in a misogynist world. Yet I would vote for the Conservatives and Republicans today because the CCP is our #1 enemy,1
CA NATIV SON,1
Northeastern Graduate with honors,1
Northeastern Graduate with honors,1
"Constitutional Conservative, MAGA, America First, #1A #2A, I Don't Play Nice & Tell it Like I see it.",1
"Appalachian tech salesman, based tennis coach, & CLO (Chief Lindy Officer)",1
DJ Jamez || Music Producer || Jordan Shoe collector || Sports Card Collector || Yankees || Mariners || Broncos,1
"Patriot. [Redacted] 1000/24th very stable genius and, like, really smart. [Redacted] Hereby ordering. All the best words. Great and unmatched wisdom. #ExGOP",1
What's next for me to become a Candidate FOR??? Not gonna quit the road I'm going down! I will keep fighting and fighting for all of us.,1
"They/them Non-binary- gender fluid Queer- if you don't like that, get used to it. Autistic and Epileptic  Synesthesia CSA survivor",1
Local Communista in capitalism detox. #M4A #30HRWorkWeek #4DayWorkWeek #UBI #ZeroCOVID #N95 #LandBack #AntiImperialist Perspectives/info shared. They/We/Ours,1
"""Science denialist"" -Chelsea Clinton; ""Covid denying conspiracy platform"" -lockdown bot; ""One of Twitter's biggest COVID nincompoops"" -JayMan",1
There never was a pandemic If there had been a pandemic millions of people in the UK would have died. Ignore all lockdowns and all restrictions,1
Truth Seeker :folded_hands_light_skin_tone: TBIYTC :red_heart: Habs :smiling_face_with_heart-eyes: rebuilding acct :frog:,1
"Back again. Third account. Censorship is out of control. Left Los Angeles, CA for Central America in 2020. C19 is a fraud.",1
Owned by my cat O'Malley.,1
Jan 6 2021 was a #DomesticTerroristAttack #Treason by 45 #Christofascism is U.S. Threat #Love #StrongerTogether #Blue #Resist #American,1
"RTs endorse tweets/authors along w any associated transgressions/failings, however absurd, for all of time, future or past, irrevocably.",1
Poet. Voice Artist. Ex-Navy Submariner. _URL_,1
"FUCK :Ukraine: AND :syringe:! IF YOU'RE IN FAVOR OF ONE, THE OTHER OR BOTH, YOU ARE LITERALLY A PEDO! ITS ALL ABOUT :Russia: AND :United_States: OVER HERE, BABY!",1
"Good at my profession, it's always important to me. Great sarcastic sense of humor, I'm not politically correct, I see it for what it is",1
#MAGA,1
it's 2020 two and there's a new pandemic in town #monkeypox - follow official $MPOX account @MonkeyPoxBSC,1
I like to learn.,1
"CONservative USAF veteran. Anti-Obama, anti-liberal,Tea Party. Don't play well with Libs or Commies. #IStandWithIsrael #haction #sentinel Messianic JEWish Rabbi",1
"Proud veteran, living in the best state in the nation with the best governor. Florida!! Say it like it is or shut up!!",1
"Writer & Communicator in pursuit of truth, facts and justice. Interests: opinion, news, history, government & politics, sports.  No DMs.",1
Just a regular joe,1
"This is the official Twitter page for Author, Caroline Mendes, and her novel, Drenched! Opinions own.",1
professional shitposter,1
Conservative Californian (we really do exist :face_with_tears_of_joy:)  Truth Social: Scully17  America First :United_States:,1
he/his/him,1
None,1
None,1
"Retired data geek following savvy science, medical reality, verified facts & beauty in all its forms. Namaste :folded_hands:",1
None,1
INFJ. God's daughter. Gamer. Writer. Patriot. Animal lover. Shieldmaiden. Forever wandering. My profile pic changes constantly.  NerdGirl1 #TruthSocial,1
CashApp: $carmencomics,1
"#OurLadyofAkita The work of the devil will infiltrate even into the Church in such a way that one will see cardinals opposing cardinals, bishops against bishops",1
"Middle class woman. She, her, y'all, hey you, all y'all, you guys. Retired from home health. Business owner. Seem to know more than Fauci, WHO and CDC!",1
"Retired firefighter/paramedic IAFF(Ret'd), exercise is key to good mental health, workout addict, self def instructor, camaro owner #TrudeauWorstPMEver :syringe::syringe::prohibited:",1
"God, Faith, Family, Friends :red_heart:",1
SSU/SDE,1
"just a normal hard working man living life in beautiful kalispel Montana, gods country",1
a fourth gen SF given over to become the collateral damage of social engineering and experimentation in a petri dish school district of leftist ideology,1
"Conservative grandmother, believes in Personal Responsibility, Sovereignty, Free Speech, Sick and Tired of WOKE BS.. FREE CANADA:Canada: My opinions are my own..",1
he/his/him,1
Two Spirit Artist. :artist_palette::man_singer_medium_skin_tone::framed_picture:,1
:yin_yang::popcorn::face_with_tears_of_joy: I try to stay in the center. If you're mad at me you've probably gone too far. Plus I'm probably just joking so relax and have a great day.,1
None,1
Film/theatre critic & EIC @SeventhRow. #COVIDisAirborne @alexhoncovid. Canadian engineer PhD-ing in systems modeling. Jazz fan. Joachim Trier enthusiast.,1
DJ furious .. sirius radio / entertainer / pow radio/ mp3waxx / husband/ father.,1
"Co-author with Peter Breggin MD of COVID-19 and the Global Predators: We are the Prey. Author, photographer, wife, mother, American _URL_",1
My Name is LT|Verse|Black and Puerto Rican |:rainbow_flag:|21 years old|:no_one_under_eighteen: and up|I'mma a Freaky Libra| I do Link ups|DMS are open|Be serious About Linking Up|,1
"Recovering lawyer, and agitator for voting rights. Ex @barackobama @BGTX @CommerceGov. California expat & current Austinite. Views are mine alone, or your mom's",1
"Maskless Redneck that was BORN READY FOR THIS FIGHT!Reggae saves lives~Never submit~THE HOSPITAL KILLED MY DAD, MY BEST FRIEND, W A VENT! I fought like hell!!",1
number 1 Loona fan,1
....those that were seen dancing were thought to be insane by those who could not hear the music.,1
"Loves God, Wife, Mom, Homeowner, Former Business owner, Management, Animal Lover, Patriot, Supports our Constitution, 2nd Amendment, Trump Supporter",1
Back on Twitter after deleting my account (and thousands of followers) 2 years ago.,1
The weakest of all weak things is a virtue that has not been tested in the fire. Provida:blue_heart::puzzle_piece: :Argentina::Italy: #autism #prolife #JustWait #FollowBack #controlgroup,1
None,1
None,1
none,1
"A Servant of Jesus. Author to teach the priniciples & boundaries of real life. Ten Commandments & love our creator God, is the starting point.",1
"I try to find people with similar interests. I love animals, reading the Bible as well as using NetBSD, OpenBSD & Slackware Linux, and hacking on old computers.",1
"""It's amazing how much panic one honest man can spread among a multitude of hypocrites.""  Thomas Sowell Trump is an honest man and he sure has spread panic.",1
discrete freak,1
"Wife, Mother, artist and recovering Liberal. My interest in politics is purely pragmatic: get rid of the corrupt Trudeau Liberals. #Pierre4PM",1
Weightlifter | Libertarian | 100% sober | Luke 6:45,1
None,1
None,1
None,1
Not that kind of doctor. Management and IT kinda doctor. Retired.,1
politically open minded independent work in engineering New York City Very traditional but open minded,1
I love the USA! I don't like anyone that tries to make this country more like China. We are a representative Republic. We need to act like it.,1
"Patriotic American. USMC. Cynical, sarcastic, & loyal. Living the dream. #WeThePeople #TheseUnitedStates #InalienableRights FJB",1
None,1
None,1
None,1
None,1
Uncreative,1
None,1
None,1
None,1
Do not resuscitate. Pronouns: he/him/attack helicopter,1
In the tradition of MP David Ricardo (above); in the manner of Jude Wanniski; in the instruction of Ignatius Loyola. #AdMajoremDeiGloriam.,1
I AM IN NO WAY AFFILIATED WITH ANY WEBSITE ANYWHERE AND THIS ENTIRE ACCOUNT IS FAKE BULLSHIT FOR ONLY MINECRAFT NONSENSE NOT AT ALL FOR REAL LIFE ANYTHING,1
Indigenous Ozarks w Mississippi River fixation :grimacing_face::eyes::farmer_medium_skin_tone:,1
None,1
cooking my way through it all,1
Investigative research Human Rights - Environment - Education,1
None,1
Give anybody the business like hers & hisses. :oncoming_fist_medium-dark_skin_tone::anger_symbol:,1
True Canadian patriot who has bigger balls than most men!,1
FRIHED! :Denmark: GETTR og GAB: @Patriot_DK Chikane = BLOCK,1
Perfil destinado a la recolección de información importante respecto a los problemas de salud pública de naturaleza patógenica de relevancia mundial.,1
":wheelchair_symbol: :rainbow_flag:author/figurative painter; they; CBC 2x win. The Sun, NYT, 6 notable BAE/ BASS, 9 books; novel: 'Weekend' 2016; BAX 2020; LARB, Guernica BLM",1
"Do honorable things. ""Ask not what your country can do for you--ask what you can do for your country...."" Pres. John F. Kennedy  I stand for freedom for all.",1
Doing the job the mainstream media won't do.,1
"Sand Manager| Experience Curator| Someone's Everything, not yours tho :woozy_face:",1
Rocket scientist,1
"Happily Retired Mom of 3, Political Junkie",1
COVID is Predictable _URL_ Support TACT at Patreon: _URL_,1
"Retiree, Conservative, Christian, love conversation, and dedicated to my country. GOD BLESS AMERICA ""NO TRAINS""",1
"#PatsNation #GoBlue. avid Wolverine fan and Tom Brady fan! Also, a huge Detroit #Tiger's fan.:red_heart:. DNC can fuck off!",1
"Woke former Dem believes in USA, God, All Lives Matter, not skin color. Great American Comeback! Non-Birthing person, AKA a Male, Man, Son & Father. #MAGA",1
I want to know my real date of birth. Call me a liar #Navy. Say the DOB on my birth certificate is correct. _URL_,1
Truth finder! The real virus is the fear they put in your chest and mind! knowledge is power. Shorting every crypto pump in 2022.,1
"Navy vet, 61-65, retired. Warning: Contrarian. Follow me. Everyone's entitled to my opinions. No trains.",1
Member of the New Right. Shall not be infringed. Politics. Bourbon. Tiny wrecking ball. Pro LE. Pro America. #22aDay,1
Just a US #ARMY #Veteran trying to color 'inside the lines'-& FAILING! #Constitution #Conservative #Patriot #Faith #NJ ~NoDMs~ #1A #2A #Patton is my idol,1
"Into abandoned buildings, Paranormal, and casinos",1
SPARS 2025-2028  2017 Heritage foundation war game  Novel coronavirus Rushed vax Over stated death count President steps down Flood of vax injures,1
Not that hilarious. Degree collector. Big fan of verified facts. Left leaning with a big dose of let people do what they want.,1
:sun_with_face: Sunshine Mixed with a Little Hurricane,1
Liberty lover,1
mother-grandmother-g grandmother- witch #resist,1
"Humble, RAW Island :desert_island: Freak. Is he a Philosopher :man:(PhD) or a Pornstar:star:? I only collaborate with FANs. Subscribe & your wish is my command. MAIN PAGE!!",1
"Christian, conservative, husband, father, musician, patriot.",1
A proud man standing in the ashes of what he used to be. Views my own :thinking_face::thought_balloon: :red_question_mark::red_question_mark::red_question_mark::red_question_mark:,1
Proof you can get ahead in life starting with nothing. I can define what a woman is…. If you got a dick it ain't you,1
None,1
Board Certified MD Ophthalmologist & PhD research scientist. Biotech entrepreneur. Daily Wire contrib. & TV expert on medicine/science. Dad of 2 Opinions my own,1
"XY Hairy back. Dad Grandpa Uneducated knuckle dragger. No guilt or shame. Catholic  :prohibited:DM R-M222 H2a2b1  :United_States:, :Norway::Sweden::Scotland::Iceland::Ireland::United_Kingdom::Wales:",1
":speaking_head::speaking_head::cat::rooster: The angel of the Lord encamps round about them that fear Him, and delivers them. He will give His angels charge over you. @Shiloh10java on TruthSocial",1
"My tweets are in no way advice, especially not financial...",1
"Former Marine, Ex-Navy, Texan by God.",1
"(En cas de doutes, se référer au verbe Schmelzen). Matricule soviétique N°7184 . Lutte contre la secte anti-républicaine #LREM et son #Gourou #Bibi_Manu",1
American Patriot Pureblood,1
Gaia's Fool,1
"USCG licensed captain and fishing guide/fishing charter in East, Central Florida. Specializing in fly fishing and light tackle fishing. Love nature and freedom",1
The only real ₿itcoin Bacon | Not financial advice. Posts are for entertainment + hilarity only | Like ≠ endorsement,1
Dr(PhD) | Researcher | Data Scientist:man_technologist:| Earth is *NOT* a globe :cross_mark::globe_showing_Europe-Africa:it's flat & stationary. Space is just Photoshop & CGI :movie_camera::woman_astronaut::clapper_board: Research Flat Earth.,1
Mala y sin break.,1
Trump endangers us all. Neutralize him. Indict him -any other ideas? No ideas off _URL_ do your job-We failed to stop Hitler. Stop Trump B4 too late.,1
"Screw your ""Great Reset.""",1
No:honeybee::honeybee:=No:ear_of_corn::peach::lemon::grapes:&:coffin: :United_Kingdom:+:mosque:=:pile_of_poo::hole::United_States::thumbs_down_light_skin_tone::Cuba::raised_fist_light_skin_tone::red_heart::desert_island::balance_scale:truth:wine_glass::cow::ox: :hedgehog::hot_pepper::alien::flying_saucer:,1
"Like the Illuminati, only with the munchies",1
"Like the Illuminati, only with the munchies",1
Pet lover,1
Co-Host @gatespod | Member @BlackPowerMedi1.  Product Management columnist and coach. Product Tweets:@ProdMgmtByAdam Product IG:@prodmgmt.by.adam,1
:scissors: Primate Trans Denier,1
"Married to Dave, proud Mom of 3, AF Mom, Mimi to 4 Grandboys, animal lover/rescuer, Dallas Cowboys fan, AF Falcons fan for life, conservative, Christian.",1
"--That's the face of Ashley Babbitt's murderer, Michael Leroy Byrd.-- Sri Lanka, the UK, Canada, The Netherlands. We're getting to the 'now'. #BlueBlood",1
Human Being,1
None,1
Love the Legend of Zelda series and J.R.R. Tolkien's works. #TrumpWon-Biden's a Fraudulent President. BLM (Baby's Lives Matter)!,1
DSA  Socialist *Fuck Cuomo*,1
None,1
My sense of humour,1
"Gay, 59, married 24 years to Steve, political atheist, civil war reenactor, vegetarian, animal rights, agnostic. Independent media endorser. It's not a vaccine.",1
Jew/Jewish/Zionist (Old Jew / Real Jew / New Zelenko Jew (unjabbed)),1
Mr Thundermaker is about to start barking fire :fire::fire::fire::fire::United_States::United_States::United_States::United_States:,1
"Pro dancers, that work on Oahu/Broadway & L.A. @MaskedDancer @MaskedSingerFOX Mates @Travistritt @StuBishop_LPD @HawaiianDude77 @jayharrington3",1
None,1
None,1
None,1
None,1
"Hard working , humble Middle class American:United_States:. KEEP AMERICA GREAT! Life is short, do it right. Keep Movin Forward. Put God :folded_hands:First. Save our Veterans! :red_heart:",1
280 characters are not enough to cover me. I was Born Free! I intend on staying free!,1
:United_States:,1
:United_States:,1
None,1
"Advocate Of Nature, Pagan, Exposer of Evil",1
"Hard working , humble Middle class American:United_States:. KEEP AMERICA GREAT! Life is short, do it right. Keep Movin Forward. Put God :folded_hands:First. Save our Veterans! :red_heart:",1
"Watching, listening, occasionally giving my two cents. An informed Canadian is a prepared Canadian.",1
Ban Critical Marxism. #SOSCUBA My pronouns are: Fuck/Off,1
"The internet isn't real. Play, but don't take it seriously. Trust in God. — Molecular biologist, Texan, conservative, NRA member, Astros fan.",1
None,1
None,1
None,1
"Just an average American. #MAGA, no dm's. RIP, my son:folded_hands::tangerine:",1
"I am a Great grandma, Ask us elderly how to MAGA! The only way to keep America Working is to stop the handouts to those who have not struggled and earned it.",1
Duty Honor Country,1
None,1
None,1
North American Executive Editor @TheLancet. A glass half empty gal living in nested optimism. Views my own. She/her,1
My pronouns are Honk/Honk. Plug up! Monkeypox is real. Buttplugs save lives.,1
None,1
"MAGA, 2nd Amendment, Constitution, Patriot, Musician, non-conformist, pro-life, in the best relationship!",1
Social Conservative who has been there and done that within reason and sometimes without!,1
Proud American :United_States: …..living in Texas,1
Social Conservative who has been there and done that within reason and sometimes without!,1
Federal People's Party of Canada candidate for Dauphin-Swan River-Neepawa 2021 _URL_,1
Unreconstructed Nationalist,1
"I'm with the people who are with everyone. A simple, selfish son. All views hopefully common sense. I like :globe_showing_Americas:. Check out the ""Hofeller Documents"" he/him #UBI:wheelchair_symbol:",1
"I'm a Patritoic Conservative! I play tennis, golf and going to the gym. I am happily married to my wife for 50+ years!",1
"Bible-believer, against the World — ""That which is highly esteemed among men is abomination in the sight of God.""",1
FKAPOPQWIZ poetry songs thoughts and misc insanity:rainbow_flag:he/him HOPE LOVE TOLERANCE KINDNESS :red_heart::Statue_of_Liberty::mobile_phone:6469611166 page contains some:cross_mark:RATED retweets:rainbow_flag:ROMANCE:red_heart:,1
Bigman:trade_mark: | Invented deep strokes | Top Hand of the Year '18-'21 | CBRN Warfare Enthusiast | #Smokepitcrew,1
"PhD in Environmental Science, Virology, Chemistry MS in Education UnderGrad in Geology, Physics, Bacteriology Master Gunsmity (60+ years experience, Commercial",1
"I wear many hats; I'm a church elder, a social worker, a writer, and a singer.",1
"Retired Trial Attorney. Radio Show Co-host, Published by The Hill, Newsmax, Washington Examiner Etc. Worked for Heritage Foundation & GOP Leadership in DC.",1
I beat Stage IV CANCER . _URL_ _URL_  _URL_,1
"this planet is fucked, fuck this planet",1
None,1
Old age teen,1
None,1
"Family man,Husband ,musician,AMC ape,stock trader,Libra & gardener, Republican. Raised in NJ.",1
The struggle is real,1
"""Freedom (n.): To ask nothing. To expect nothing. To depend on nothing."" - Ayn Rand. Had 167k followers until 1/8/20... Pronouns: Shklee/Shklim/Shkler",1
Free speech is scary,1
"If you are going through hell, keep going. Winston Churchill :red_heart: NZ :red_heart: Wake Up New Zealand Fight for your Freedom Don't let Stalinda buy you Be your own person",1
Former online radio DJ for Eve-radio/lineage radio/HomeLAN radio/Digital Evo radio - Current Co admin Heresy Gaming,1
Nebraska husker fan retired lineman and IBEW member.Born Jan 18 1956 Trump _URL_ Bitcoin Nebraskan.,1
"Analysis, Opinions, News, Satire and very foul language. Nothing I tweet is advice, I am not an investment advisor, do your own due diligence.",1
None,1
None,1
"Interested in World Politics, NZ, Health; staying connected with whats happening in the world. #pol #NZ #She",1
"Retired business owner, FCC licensed ,1962 vet. I love my lord JESUS, my family and country, love ISRAEL and Waiting for JESUS return, accept JESUS today.",1
Photographer- Artist - Student - at Northern Arizona University,1
"""I carry your :red_heart: with me, I carry it in my :red_heart:"" :butterfly: Author ~E.E.Cummings~ :red_heart: :butterfly:. Look for me on ""TRUTH SOCIAL"". @LindaMaryGG",1
Retired U.S. Navy in 1992 and retired working 2006. Married to my beautiful wife Wendy and living in a house built in 1850.,1
None,1
"Christians should stop worshipping marriage, the nuclear family, family values, & sex.  (I am NOT anti marriage, families, etc, but am pro-singleness)",1
"Company Director, Investigator, Author. Experienced: adult training, construction, mining, primary production, environment. Married, with children.",1
#BackTheBlue #DemsGottaGo  #Christian #CULT45 #REPUBLICAN  #Vets #NRA #PATRIOT #USA #TRUMP #BUILDTHEWALL #MAGA American Citizens b4 Illegal Aliens,1
None,1
None,1
Left wingers trolls who search my page for information for details/tweets to use against me will be blocked.,1
None,1
"I am a licensed professional counselor and a state certified psychoanalyst, both in New Jersey.",1
None,1
"I miss Trump:red_heart::United_States:Favorite quote: ""What is lost forever, has brought the change in me"" followed by Wayne Dupree, Oregon4TRUMP, Larry Elder & LadyMaga :red_heart:",1
I'm just a human. living in world of animals.  walking through life... a life of senslisness...also I build food trucks and trailer.  check out my profile pics,1
None,1
cybersecurity and ML.,1
"Retired Military, Retired Highway Dept. Specializing in being an asshole, everyone needs a hobby",1
....those that were seen dancing were thought to be insane by those who could not hear the music.,1
"Jesus follower; country music, concerts, books. Making memories with family & friends.",1
:hear-no-evil_monkey::see-no-evil_monkey::hear-no-evil_monkey:,1
None,1
"Worked 39 yrs in Germany, Mexico, England, Sweden, Hong Kong & Switzerland. Capitalism brings the most people out of poverty—NOT Socialism! Get educated!",1
"Tennis, WTA, Simona Halep, Romania, Sighisoara, Transilvania, Cluj-Napoca #mathematics",1
Questioning everything & naturally immune to bullshit. Pro choice.Anti mandate. Jab free :victory_hand:,1
"Sometimes we fail to observe even the most obvious things. But for pointing out people's folly, the world would remain full of idiots. Happy to be proven wrong.",1
James 4:7 RESIST the devil and he will FLEE from you! TRUST the promise of Psalm 91. :crossed_swords::shield:MOLON LABE:shield::crossed_swords: Illigitimus non Carborundum,1
observer of geopolitics,1
"17 yrs old, sports betting + option trading. Join the free discord :bullseye:",1
Bios aren't fun,1
observer of geopolitics,1
I'm a conservative PATRIOT:United_States::glowing_star::dove:,1
#GimmeSomeTruth #JohnLennon #Antifa #TeamJustice #HandMarkedPaperBallots #JohnLewisVotingRightsAct #TakeAKnee #BLM #ERA #ProChoice #RBG #Atheist WI:cheese_wedge:Cheesehead,1
None,1
Dad. Gay. Opinions are my own and RTs are not any endorsement. #DukeNation. Try my page you may like it! Football is life. SC: JaybirdHarlem; $JayBirdHarlem,1
One cog in a machine,1
#AlwaysBernie  #COVIDvaccine for Bangladesh #MaskAndVax,1
Author of Poor Man's Guide to Financial Freedom and Tales From Captivity. Commissar of _URL_,1
"Another ""ignorant Appalachian hillbilly""...",1
None,1
"Constitutional Conservative, MAGA, America First, #1A #2A, I Don't Play Nice & Tell it Like I see it.",1
There never was a pandemic If there had been a pandemic millions of people in the UK would have died. Ignore all lockdowns and all restrictions,1
Free and Critical thinker.,1
"Conservative, love my Shih Tzus, and generally a happy old soul. Have a great day! NO TRAINS please",1
a very slowly improving individual he/they,1
Who knows?,1
observer of geopolitics,1
observer of geopolitics,1
Unvaxxed unmasked untested unafraid. Fk the NWO,1
"Free your mind, the rest will follow .. Cold as ICE :snowflake::anchor::snowflake: #1867",1
cybersecurity and ML.,1
"Yes, I was there. Yes I am a card carrying First Nations person. Yes I really am a Conservative. No, I will not give up my bodily autonomy",1
"Patreon: _URL_ lndependent journalist and founder of the platform, War on Corruption.",1
None,1
Your Gov has sold you out by transferring power to unelected global elites..Make no mistake that is treason!..,1
Construction worker for GRI..Like riding my Harley. Born in Waco TX. Only child from real parents. Have a half brother. Single..My Son is 21 and a great man.,1
"Environmental health scientist; runs & lifts heavy stuff; All Tweets = my thoughts, not my employer; NH Independent; Facts & science; Adapt Improvise Overcome",1
Conservative veteran,1
I prefer dangerous freedom over peaceful slavery.,1
Watching the world spiral further into viral death. It didn't need to be like this. 12 x (:monkey::monkey::monkey::monkey: :monkey_face::monkey_face::monkey_face::monkey_face: :monkey::monkey::monkey::monkey:) #SaveMarsdenPoint #Bodysnatchers,1
None,1
:latin_cross::money_with_wings::two_hearts::dove::antenna_bars:,1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
neymar commentary bot. @arsenal,1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
fly swim walk,1
Utica College (Now University) Alum 2006 BS Bio. Blocking all doomer AJ Fans. Hard Cider Fan. Fan of Weather. Opinions and expressions are of my own.,1
Conservative. Truth-teller.,1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Fighting the good fight in :Canada:Canukistan:Canada: :glowing_star: Au Naturel : means keep your immunity in good shape :glowing_star: :glowing_star: Vit C, Vit D3, NAC, Quercetin, Selenium, Zinc :glowing_star:",1
"Tarheel born Mom, Mimi, RN, Patriot, Nerd, Metal Head & Trekkie. I follow back all patriots! #FJB #FDemocrats ** I DO NOT RESPOND TO DEMOCRAT TROLLS **",1
joe biden is unfit to be president.,1
"Conservative, 9/11 family member, ULTRAMAGA,VOTER ID LAWS",1
None,1
"Acupuncturist, Astrologer, Intuitive, Available for Readings & Workshops. she/her  Co-host: @JupiterianStars",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",1
None,1
None,1
:unicorn::flying_saucer::alien: Living in Communist Canada. :Canada: Bullshit detector. :woman_detective_light_skin_tone:,1
"God Fearing, Gun Loving, Love of Country Conservative! #MAGA #TRUMP2020",1
Grew up on a cattle ranch & developed an ability to identify bullshit at an early age. Stray Goose loadmaster 66-68 NV looks like anyplace else in the dark.,1
None,1
A series of randomness strung together by my brain,1
Christian. Jesus follower. Painter.,1
"Global Healthcare venue for tracking & trending:fast-forward_button:Rx ,recalls, technology, studies, treatments, outbreaks, and more:growing_heart::pill::syringe::ambulance:",1
"Global Healthcare venue for tracking & trending:fast-forward_button:Rx ,recalls, technology, studies, treatments, outbreaks, and more:growing_heart::pill::syringe::ambulance:",1
Class-A licensed semi-truck driver since 1999. Retired Bitcoin investor. Philosopher & Great Thinker of our time. A firm believer in curative powers of peppers.,1
long time Fireman.,1
None,1
Not enjoying this country anymore.,1
None,1
None,1
Protect Black Lives| Protect Black Women| Death B4 Dishonor| LLG:black_heart: LLJB LLNB LLAR:two_hearts:,1
Just interested in all humans having a fair life,1
Can't silence the truth:man_shrugging:,1
"What I believed in two years ago has gone out the window, now questioning everything. was a proud kiwi but not sure now, still a good place to live but ....",1
La Fata Morgana:black_heart:,1
None,1
"Average person, average life ＆ average desire Interest in People & Truth, elusive but possible When lies & conspiracies abound, seek facts No Fakes 打假",1
"Assistant Prof @IBHH_UTMB. PhD. Ethnographer and STS guy. Socio-technical studies of infectious disease, digital health, & sexuality. DSA. Marxisms. Views=mine.",1
"Ex NASA & DARPA technologist, & teacher turned serial entrepreneur (founder of _URL_ _URL_ MobiTV, WiseTeachers & MicroDisplay).",1
Igbo :Nigeria: | Bay Area:round_pushpin:| Engineer :gear: | ΑΦΑ :gorilla:,1
None,1
None,1
"Ukraine has a President as bad-ass as Biden, vaccines and masks save lives, #prochoice, #climatechange, #endtheNRA, #BLM, from now on forever Dem",1
"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",1
None,1
None,1
"""All I know is just what I read in the papers, and that's an alibi for my ignorance."" -- Will Rogers",1
zoom zoom,1
"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",1
"Candidate for prime minister of Canada Microbiologist, educator",1
"Catholic mom, Grandma, & Pediatric Nurse Practitioner for over 40 yrs. Army mom. Just here to do as God asked: to be a candle in the darkness. :folded_hands_light_skin_tone::candle::latin_cross::United_States::red_heart:",1
"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",1
Proud Canadienne du Québec!  Pop Eng - Mama Fr Mes parents made LoVe not WaR,1
"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",1
"Formed in 1988, we are on a mission to end HIV transmission and AIDS in Singapore by 2030. Find out how you can be a part of this today!",1
"Surviving the dystopian reality of uncontrolled rampage of emerging diseases, financial collapse, world war, hunger, climate catastrophe | Optimist :globe_showing_Americas:",1
None,1
"Peace:victory_hand:Love:red_heart: My body, my choice",1
Liberty first.,1
