number,created_at,text,source,user is verified,user has url,user has alt account,user description,user created at,account_age_months,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,engagement,user location,binary_class,ternary_class
1332,7/9/22 6:10,@richiegogo @Em_Coli @DrJamesOlsson Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine,Twitter Web App,0,0,0,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,9/24/21 18:11,9,0,0,5,0,883,2996,31742,17,0.566251416,None,1,1
1334,7/9/22 6:11,Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine _URL_,Twitter Web App,0,0,0,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,9/24/21 18:11,9,0,0,2,0,883,2996,31742,17,0.226500566,None,1,1
1335,7/9/22 6:11,@highesthalfling @aust_tl Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine,Twitter Web App,0,0,0,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,9/24/21 18:11,9,0,0,0,0,883,2996,31742,17,0,None,1,1
1336,7/9/22 6:11,Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine _URL_,Twitter Web App,0,0,0,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,9/24/21 18:11,9,0,0,0,0,883,2996,31742,17,0,None,1,1
1338,7/9/22 6:12,"Did we learn nothing, big Pharma making money out of their release of the monkey pox virus and vaccine, this will never end unless we destroy these labs. _URL_",Twitter Web App,0,1,0,"Commercial Photographer : Photo Journalist : CSMedia : Music & New Media Prod : Former Snr University Lecturer : Comex Houlder Diving : xMilitary : MA, PGCHE",4/26/22 19:19,2,0,0,0,0,22,209,2924,0,0,London,1,1
1352,7/9/22 6:19,@WHO monkeypox only affects gays.,Twitter for Android,0,0,0,"Pro-Life, Anti-LGBT, Anti-Democrat, Anti-Covid Vaccine, Anti-BLM, Anti-Antifa, Anti-Anarchy",7/9/22 6:03,0,0,0,0,0,6,27,44,0,0,None,1,1
1353,7/9/22 6:19,"In 2021 @CDCgov told #Hospitals to #Mask with #N95 or similar when treating #Monkeypox:monkey: patients (near/ same room), as it can spread via #Aerosols:right_arrow: #Airborne.  Over 30 years, 2000 monkeypox cases were tracked in total, :globe_showing_Europe-Africa:. In the last 2 months, 7000 new cases are found. :eyes: _URL_",Twitter for iPhone,0,1,0,Future is Here. #Covid19 #GeoPolitics #Asia #EU #GlobalEnergy #EconomicGeography #BusinessIntelligence #Dyslexia @yritysvastuu21 @senseofesg,2/19/17 13:09,64,1,0,4,1,2586,4164,45742,28,0.232018561,.fi .fr .se .uk .de,1,1
1354,7/9/22 6:19,Groundbreaking Study finds Monkeypox Outbreak is result of Biolab manipulated Virus released intentionally – The Expose _URL_,Twitter for iPhone,0,0,0,Patriot digital warrior Trump Won,12/11/21 17:33,6,22,1,24,0,476,806,5643,1,9.87394958,"Cartagena, Spain",1,1
1364,7/9/22 6:28,"In tonight's show, he virtually proves that almost our entire government has been working for China, to destroy us, and it started in Wuhan, which is now working on Gain of Function Monkey Pox, to finish us! No big deal, huh? _URL_ _URL_",Twitter Web App,0,1,0,"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",1/29/17 19:08,65,1,0,1,0,121,104,30721,1,1.652892562,"Colorado, USA",1,1
1375,7/9/22 6:34,"Chimpanzee adenovirus aka Monkey Pox. When you inject a virus that was cultured from chimpanzee dna, you get a variant that is derived from monkey dna. #MonkeyPox #Facts  The same as the #BirdFlu came from birds. the #RinoVirus came from Rinos, all the Flu viruses were manmade. _URL_",Twitter Web App,0,1,0,#Musician #Dancer #SongWriter #Producer #VideoProducer #AudioProducer #AudioPerplex #TeamSerpentine #Error404,7/11/20 1:02,23,22,1,20,1,240,423,4474,0,18.33333333,None,1,1
1383,7/9/22 6:43,"@JamesMelville This isn't Covid, these are vaccine adverse reactions or deaths they need to cover up, without properly addressing it. They tried doing that with shingles.. I mean ""monkeypox"". Bored of their nonsense.",Twitter Web App,0,0,0,None,2/21/14 10:18,100,0,0,1,0,16,71,36,0,6.25,"Hackney, London",1,1
1389,7/9/22 6:48,"@Taste_Swansea I agree. They will try anything as they get more desperate and hit us with something out of nowhere, ie Monkeypox, where did that go?!!",Twitter for iPad,0,0,0,"Animal & countryside lover, free thinker, been awake forever. B r i t i s hP a t r i o t in a former life :smiling_face_with_hearts:",2/4/22 9:48,5,0,2,0,0,7679,7509,9397,7,0.026045058,"Devon, UK",1,1
1395,7/9/22 6:54,@nypost Like the vast majority of AID's cases it appears Monkey Pox is being _URL_ and among gay men having sex with each other.,Twitter for iPhone,0,0,0,"Retired and spending my days hunting, fishing, gardening and spending time with my grandkids! I'm a Coast Guard veteran. Believe in God, Family and owning guns!",12/23/15 12:07,78,0,0,0,0,2124,3269,11539,3,0,Michigans Upper Peninsula,1,1
1397,7/9/22 6:55,We've had the Wuhan China flu now we have monkey pox flu and Twitter has the bird flu.,Twitter for Android,0,0,0,None,4/26/22 0:19,2,0,0,0,0,11,64,993,0,0,None,1,1
1404,7/9/22 7:00,"@sophiadahl1 Monkeypox was first observed in laboratory monkeys that had been administered Smallpox vaccines. It was later observed in humans who had been administered Smallpox vaccines. Today, what they're calling 'monkeypox' is being spread like an STD, and is nothing to worry about.",Twitter Web App,0,1,0,_URL_ _URL_ _URL_ _URL_ naturalnews .com _URL_ _URL_ _URL_,8/4/16 18:29,71,0,0,0,1,1517,4987,21453,6,0.065919578,None,1,1
1407,7/9/22 7:01,Y'all ready for the Monkey Pox @wuhanlab is creating?? Just like COVID!! Do something @JoeBiden #BidenCrimeFamilly #bidenfailedamerica #BidenIsATraitor #BidenIsAFailure,Twitter for iPhone,0,0,0,PATRIOT :United_States::eagle: AMERICAN :United_States:,9/7/18 6:46,46,0,0,2,0,88,251,150,0,2.272727273,"Prince George, Virginia",1,1
1412,7/9/22 7:04,@AboutIndia So the sheepeople that took the :syringe: with chimpanzee dna are worried about monkeypox? :upside-down_face:,Twitter for iPad,0,1,0,"dj again after 20yrs, love playing #deephouse #afrohouse #nudisco. connect on telegram for exclusive music _URL_",5/29/20 7:22,25,0,0,0,0,68,121,1272,0,0,Hong Kong/Barcelona,1,1
1420,7/9/22 7:09,@AboutIndia Monkeypox was sexually training in all recent cases. It can never spread easily. It will be like HIV,Twitter for Android,0,0,0,I am not Billie Eilish,9/18/18 16:54,45,0,1,0,0,130,774,3558,1,0.769230769,None,1,1
1429,7/9/22 7:14,@DrEricDing @kavitapmd @yaneerbaryam Get your facts right mate. The photos of Monkeypox are photos of shingles 30 years ago and shingles is a side effect of jab. NO ONE is buying the lie. How about you take all the shots up your ass for us all.,Twitter for Android,0,0,0,None,7/19/14 2:09,95,0,0,0,0,213,59,5034,0,0,None,1,1
1430,7/9/22 7:14,@Michael4America My husband isn't a believer. But a few months ago I told him that someone (Chanda) said next they'll be releasing smallpox #BillGatesBioterrorist and lo and behold.... Monkeypox. With me bringing it up months ahead I wonder if he's believing more....,Twitter for Android,0,0,0,":U.S._Outlying_Islands: voted for fjb, never again. 35, PNW, Mama, latina. USMC drop out. Forever a hippie :dove: #dontdodrugs. last profile was deleted for telling THE TRUTH",4/14/22 2:52,2,0,0,0,0,709,1788,3140,0,0,Pnw,1,1
1448,7/9/22 7:20,"_URL_ Groundbreaking Study finds Monkeypox Outbreak is result of Biolab manipulated Virus released intentionally If you believe in germ theory then you will be shocked to find that a new study, published by Portugal's National Institute of Health has",Twitter Web App,0,1,0,War against evil! Ambassador One of One L.A.W. Land Air Water GOD Knows me Dutch and English posts Sharing is caring,4/26/22 6:21,2,0,0,0,0,52,76,4021,1,0,None,1,1
1454,7/9/22 7:22,#PrideMonth has ended for about 10 days. Still no report from westards media about #Monkeypox spreading among westard gays/bis participating in orgies.,Twitter Web App,0,0,0,"心向大道 身属洪流 (一个文化意义上的现代中国人) If there is next life, I still want to be Chinese",9/24/13 6:51,105,0,0,1,0,1886,3956,20426,28,0.053022269,People's Republic of China,1,1
1455,7/9/22 7:22,Another #Plandemic loading! #Marburg #Monkeypox #CovidIsNotOver see the pattern #Fear inducing #MassPsychosis loading #WEF Intent _URL_ watch n circulate :thumbs_up_light_skin_tone: _URL_,Twitter for iPhone,0,1,0,Phil Green - Clinical Hypnotherapist (Retired) In search of answers. Questioning everything as everyone should!,3/22/09 12:47,159,0,0,0,0,1521,2884,11585,16,0,"Dudley, West Midlands UK",1,1
1457,7/9/22 7:23,"@PPRose145 A virus l suppose, they've been trying - Covid variants, Monkeypox, now Marburg. I don't think it will wash though, too many people awake _URL_",Twitter for iPad,0,0,0,"Animal & countryside lover, free thinker, been awake forever. B r i t i s hP a t r i o t in a former life :smiling_face_with_hearts:",2/4/22 9:48,5,1,0,7,0,7679,7509,9397,7,0.104180232,"Devon, UK",1,1
1486,7/9/22 7:29,So New Zealand has its first Monkeypox case. Can't wait for the WHO/WEF/JACINDA response :grimacing_face::grimacing_face::grimacing_face::upside-down_face::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: glug glug _URL_,Twitter for Android,0,1,0,Married to a Kiwi - 3 boys- support West Ham and Ipswich Town- Ex Forex Broker- Don't want Covid Vax thanks :rolling_on_the_floor_laughing: Gold and Silver bullion :smiling_face_with_sunglasses: Anti MRNA gene BS -:face_savoring_food:,3/23/22 6:01,3,2,4,16,0,1264,1466,4663,2,1.740506329,New Zealand,1,1
1490,7/9/22 7:30,@paimadhu What I'm not clear on is monkeypox contagious before the sores appear? Otherwise it's shocking people are getting intimate with people with all these sores. Eww maybe a body condom should be recommended if people can't control themselves with casual sex. Idk its gross.,Twitter Web App,0,0,0,"Double vaccinated antivaxxer :grinning_squinting_face: I love stars, planets and pretty flowers :bouquet:",2/25/22 1:59,4,0,0,0,0,8,16,985,0,0,"Barrie, Ontario",1,1
1498,7/9/22 7:32,"Stop trying to make ""monkeypox"" happen.",Twitter for iPhone,0,0,0,None,7/30/20 13:52,23,0,0,1,0,20,50,314,0,5,"Los Angeles, CA",1,1
1499,7/9/22 7:32,@Nicola07832777 @SaulGoodman1971 Monkeypox? That's old hat. Be worried about the next non existent virus - Marburg.,Twitter for Android,0,0,0,"Anything to do with un-screwing up the planet, human performance & nutrition, humour, Liverpool FC and challenging the status quo.",3/21/14 21:51,99,0,1,9,0,1550,2003,38528,7,0.64516129,New Zealand,1,1
1507,7/9/22 7:33,@MailOnline Monkey pox very very similar to shingles and Covid vaccine is closely linked to shingles outbreaks. Do the math people,Twitter for iPhone,0,0,0,Glory Glory Man United !,7/15/15 13:56,83,0,1,1,0,398,711,9046,2,0.502512563,Politcally homeless these days,1,1
1511,7/9/22 7:35,@ErinHNN This is their trigger for releasing the real monkeypox,Twitter for Android,0,0,0,"Texas HOLDEM - Crypto HODLEM -  Life is a game of probabilities. - Once you compromise your privacy, you sacrifice your liberty and your sovereignty.",8/5/18 8:24,47,0,0,0,0,381,633,10962,11,0,Xibalba,1,1
1528,7/9/22 7:39,@chrislynchmedia Did Adern bring Monkey Pox back with her? Anything for another pandemic and more control. Please pass on our wishes - that we'd like her to stay in self isolation until at least the next election!,Twitter for iPhone,0,0,0,"Vaccinated news junkie.Truthsayer. Freedom fighter in the hermit kingdom. Won't join extremist views, left or right. Views expressed are opinion and all my own.",5/15/11 22:14,133,0,0,2,0,551,1144,678,13,0.362976407,New Zealand,1,1
1540,7/9/22 7:41,@DrEricDing @gabbystern @WHO Is monkeypox only infecting those vaccinated for covid...??? I bet it is.,Twitter for Android,0,0,0,Against One World Governance.Against Marxist Indoctrination of the young.Against Big Tech Anti Conservative Algorithms.GoWoke=GoBroke Global Gov=Global Tyranny,1/30/18 8:53,53,0,0,0,0,245,213,7311,0,0,Australia,1,1
1543,7/9/22 7:42,"@abcnews Really! Gees, this is the decade that is going to keep on giving! Some countries have monkey pox doubling every 8 days, other reporting cases in kids under 10, NOW #marburgvirus !! Give us a break! Has someone been playing in the lab again!!",Twitter Web App,0,0,0,"Company Director, Investigator, Author. Experienced: adult training, construction, mining, primary production, environment. Married, with children.",5/8/13 2:16,110,0,1,2,0,318,68,71178,106,0.943396226,"Queensland, Australia.",1,1
1550,7/9/22 7:44,Isn't Monkeypox a LGBTQ disease? (Genuine question it's just something I overheard briefly on the radio) #nzpol _URL_,Twitter for iPhone,0,0,0,"Politics, but not limited to politics. Parody, but not limited to parody. Fake, but not necessarily always fake. Woke by force.:skull_and_crossbones::skull::ghost::alien:",11/28/21 21:05,7,0,1,5,0,653,711,8521,3,0.918836141,None,1,1
1570,7/9/22 7:51,"@MichaelMihaiIo @deboyegeorge South Africa has so called monkey pox cases:face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes:Its called monkey pox because it was created in labs by monkeys in the WORLD HEALTH ORGANISATION at the behest of the leading apes named @BillGates, @fauci to name but two!",Twitter for iPhone,0,0,0,"Stand up firmly for justice,as a witness to God,even as against yourselves or your parents or your kin,and whether it be against rich or poor.Surah 4:135",10/31/21 7:39,8,0,0,0,0,31,168,1220,0,0,None,1,1
1576,7/9/22 7:53,"No kissing strangers or engaging in gangbangs y'all, MonkeyPox is in town",Twitter Web App,0,1,0,Cloud watcher. Erstwhile Succubus. Adhd. Survivor; Exhausted Flesh n Bone :growing_heart::purple_heart::blue_heart:  Pasta is my love language :spaghetti: Marshmallows @whiskandspoonnz not here,8/13/15 0:59,82,5,9,47,1,790,713,43317,5,7.848101266,NZ,1,1
1577,7/9/22 7:53,@NewshubNZ Is monkeypox only in the vaccinated? That's what I've seen it's an adverse reaction from the jabbo?,Twitter for iPhone,0,0,0,"The rich control the government, the media, the law.",5/7/15 4:13,86,0,0,7,0,86,68,1844,0,8.139534884,Earth,1,1
1579,7/9/22 7:54,"The slow creep of Monkeypox coverage shows that this will be the next ""plandemic"". If you think these people won't try to lock you down once more, think again.",Twitter for iPhone,0,1,0,"Natural Law theorist and philosopher| Host of The ""Outside Thinking"" podcast| Author of ""The Process""| Writer of the ""The Process"" Newsletter| Link in bio.",1/27/21 19:28,17,0,0,0,0,295,255,7907,1,0,New York/ New Jersey,1,1
1609,7/9/22 8:01,Groundbreaking Study in Portugal finds Monkeypox Outbreak is result of Biolab manipulated Virus – in various countries at the same time. _URL_,Twitter for iPhone,0,0,0,Creative Out-of-theBox Owner@ #GraffitiSorted #DeMystifyingCrypto,7/21/14 0:12,95,0,0,0,0,4273,4994,25660,187,0,#SouthAfrica #Germany #UK,1,1
1612,7/9/22 8:02,"@BuckRoper @R_H_Ebright You can probably avoid monkeypox by just not going to any gay ""saunas"" Buck. Good luck.",Twitter Web App,0,0,0,"User Interface Designer | Software Developer | UE5 | C++ | C# | 3D Approximately how far could I throw a scientist? (Pronouns: thee, thou, thy)",9/13/21 11:48,9,0,0,0,0,161,53,6743,1,0,None,1,1
1629,7/9/22 8:07,"Or some local ""natural disaster"" with plausible deniability (just like the Chinese communists' SARS2 and monkey pox).",Twitter Web App,0,0,0,None,5/31/11 1:05,133,0,0,0,0,2620,4997,412052,75,0,Mount Crumpit,1,1
1653,7/9/22 8:16,Fauci recreating monkey pox covid virus in lab for real by funding China for stronger mutant strain . Fauci's mutual fund in China saved the world was not . _URL_,Twitter for iPhone,0,0,0,Bella is my Malltese Puppy she is extremely bright and always Happy,6/12/18 15:59,48,0,0,0,0,89,1312,11280,1,0,None,1,1
1655,7/9/22 8:17,"@HotelLubyanka Yes, convid is done for them but they'd probably freak out about Marburg or monkey pox or whatever the next thing is if the media upped the scare-o-meter :woman_facepalming:",Twitter for iPad,0,0,0,Just a Westcountry maid trying to make sense of an increasingly evil world. Mum to 3 gorgeous fur kids and 2 humans. Very happily married. No DMs please,10/27/18 13:06,44,0,0,0,0,8587,9403,54069,10,0,None,1,1
1663,7/9/22 8:20,@alignedwtVenus well at least monkeypox only spreads among men. good for us,Twitter Web App,0,1,0,nor/mal (rf),6/20/22 16:30,0,0,2,1,0,452,168,904,0,0.663716814,18,1,1
1666,7/9/22 8:21,Enough with the monkey pox news. Shits an STD. Regular folk don't gots to worry bout it lol,Twitter for iPhone,0,0,0,snoop,12/21/13 0:24,102,0,0,0,0,443,463,37520,5,0,LAX,1,1
1672,7/9/22 8:24,Pretty sure #monkeypox now endemic (--&gt;animal reservoirs) in many parts of world (except for maybe countries where homosexuality punishable by stoning). Good long-term business for $siga and $bava.co _URL_,Twitter Web App,0,0,0,"Natural born biotech stock trader/investor. Trained in RNAi.  Love great risk/rewards, incl:  AFMD, ADAP, NVAX, META, NFLX, PLTR + AFRM Not investment advice",11/10/11 12:00,127,0,1,2,0,14890,443,32389,388,0.02014775,Ukraine,1,1
1685,7/9/22 8:29,Very informative episode!!! We all know this admin has sold us out to China therefore they're still covering for Patron Saint of Wuhan Fauci and the Wuhan lab for causing this pandemic. Now there manipulating monkey pox just in time for another election. How convenient!! _URL_,Twitter for Android,0,0,0,"All American Republican mom and grandma. Boston born and raised. Still believe in morals ethics and America! Eat meat, fire guns, don't bow down to tyranny!",5/1/22 5:36,2,0,0,0,0,31,273,1100,0,0,None,1,1
1691,7/9/22 8:31,@TwitttrJailBird @dotmarceo @NeedleTee @FoxNews I think people should ask for answers on the organon of covid because not only was there a lot of people saying this seemed man made and evidence it's especially weird how monkey pox magically showed up next as the new more dangerous variant I mean the facts,Twitter for iPhone,0,0,0,fuck twitter and to the twitter employees who keep spying on me you should be fired you suck at your job,7/6/22 8:00,0,0,1,0,0,0,3,182,0,0,None,1,1
1697,7/9/22 8:33,@Brian_Orak I think they are using monkeypox as an excuse to push masking for covid. It is always about covid.,Twitter Web App,0,0,0,:Ireland: Celtic season ticket holder. Bonkers / Scooter enthusiast.,1/16/15 22:29,89,0,0,1,0,779,612,25614,2,0.128369705,North Lanarkshire,1,1
1701,7/9/22 8:34,@NewshubNationNZ @deborahjonesnz Annnddd monkeypox is here. And it is airborne. So mask up!,Twitter Web App,0,0,0,I block trolls and racists. Also #COVID19 deniers & anti vaxxers. I don't respond to DMs.,7/13/15 0:44,83,0,0,3,0,1475,854,123575,10,0.203389831,Aotearoa New Zealand.,1,1
1710,7/9/22 8:36,Great must watch episode!!! Pretty sure most Americans know this was a lab leak. Whether purposely or accidently is the question. Now they're manipulating monkey pox just in time for another election. How convenient for this corrupt administration. _URL_,Twitter for Android,0,0,0,"All American Republican mom and grandma. Boston born and raised. Still believe in morals ethics and America! Eat meat, fire guns, don't bow down to tyranny!",5/1/22 5:36,2,0,0,1,0,31,273,1100,0,3.225806452,None,1,1
1711,7/9/22 8:36,"@MrJmuzz @NewshubNationNZ 9000-10,000 per day. 16 deaths per day. And Monkeypox - which is airborne - so MASK UP.",Twitter Web App,0,0,0,I block trolls and racists. Also #COVID19 deniers & anti vaxxers. I don't respond to DMs.,7/13/15 0:44,83,0,0,2,0,1475,854,123575,10,0.13559322,Aotearoa New Zealand.,1,1
1723,7/9/22 8:41,@GovernmentZA Then why keep telling us about this monkeypox? Just to be clear... We are not falling for any of this.,Twitter Web App,0,0,0,If you can read this... Send beer!,1/27/21 7:08,17,0,0,0,0,146,768,650,1,0,Earth,1,1
1729,7/9/22 8:42,@KrutikaKuppalli @gabbystern @WHO I'm sure your staff has an excellent work ethic &amp; is putting in the work at impressive intensity right now.  The choices of @WHO leadership are questionable &amp; concerning. The covid and monkeypox pandemics are NOT being handled well. Avoiding airborne acknowledgement = not cool.,Twitter for iPhone,0,0,0,"She/Her :rainbow_flag:BLM :transgender_flag: Ally :Ukraine:Resist ""And the day came when the risk to remain tight in a bud was more painful than the risk it took to blossom."" -Anais Nin",1/18/22 17:55,5,2,0,13,0,1397,3440,31865,1,1.07372942,None,1,1
1733,7/9/22 8:44,@KilValmer this is where i caught monkeypox from having gay sex,Twitter Web App,0,0,0,"{{{I'm Going to Do It}}} Writist, Artician, Musicer, & ""honorable business person"". :Taurus::transgender_symbol::eight-spoked_asterisk::wheel_of_dharma::yin_yang: ˢᵗᵃᵗᵉ ˢᵒᶜᶦᵃˡᶦˢᵗ☭ ᵒʳ ᶜᵒᵘⁿᶜᶦˡ ᶜᵒᵐᵐᵘⁿᶦˢᵗ:gear:, ᵇᵘᵗ ᵃⁿᵗᶦ⁻ⁿᵃᵗᶦᵒⁿᵃˡᶦˢᵗ",7/3/20 15:47,24,0,0,1,0,859,3646,14038,2,0.116414435,in transit,1,1
1737,7/9/22 8:47,Ya'll cant have sex anyhow now that Monkeypox is going around :P,Twitter for Android,0,0,0,i wear heels longer than your d****,6/16/12 11:07,120,0,0,0,0,139,1383,31805,0,0,None,1,1
1740,7/9/22 8:48,"@TonyHinton2016 SA and Portugal are ahead of us with their wave, it peaked and is falling without restrictions or bits of cloth, had little impact on anything. We should be the same, but yeah, fear is what they thrive on. They're not getting anywhere with Monkeypox so let's get covid going!",Twitter for iPhone,0,0,0,Twitter is not real life and is not public opinion! Some debates I just wind up and watch people become TRIGGERED. Airbus driver. Views are mine alone.,10/8/10 18:55,141,1,0,7,0,200,439,8805,3,4,None,1,1
1755,7/9/22 8:55,Just by the way it's spreading to non-endemic countries and it's ability to mutate. #monkeypox is a lab manipulated virus. #virus $SIGA _URL_,Twitter for Android,0,0,0,#Personal opinions #Crypto #Stocks trading ideas - not financial advice.,5/16/21 1:13,13,1,0,0,0,31,105,448,4,3.225806452,Eternal Empire,1,1
1761,7/9/22 9:00,Releasing viruses upon the populations has not only become a way to fleece them for $$ by way of vaccines or shares of biotechnology companies. It's a way to reach other goals including imposing control #Monkeypox,Twitter for Android,0,0,0,#Personal opinions #Crypto #Stocks trading ideas - not financial advice.,5/16/21 1:13,13,0,0,0,0,31,105,448,4,0,Eternal Empire,1,1
1766,7/9/22 9:03,"@WHO After you didn't get your way with a monkeypox emergency declaration, you just start trying to enforce COVAIDS hysteria again instead",Twitter for iPhone,0,0,0,Official Bill Gates Fan Club (Good Club). Bill Gates will deliver a more safe and sterile NWO. Brought to you by mRNA$ :dna::syringe::globe_showing_Europe-Africa::rainbow::United_Nations:,11/21/21 11:47,7,0,2,1,0,50,157,994,1,6,None,1,1
1784,7/9/22 9:10,Now #monkeypox has arrived i just need to make sure none of my orgies include anyone recently returned from overseas.,Twitter for Android,0,0,0,"Londoner, former journo, current comms pro. @nzgreens party member:green_heart::green_heart:. @qpr :white_heart::blue_heart: and @cricketingbears :bear: fan. 0.5 of Zeropercenters on Insta. :India::New_Zealand::United_Kingdom:",2/3/15 3:58,89,0,0,3,0,648,657,14170,11,0.462962963,"Wellington City, New Zealand",1,1
1791,7/9/22 9:14,"@stuartf100 They falsely claimed that monkeypox was spreading more among gay men than straight men, and demanded that queer venues get shut down. _URL_",Twitter for Android,0,1,0,"cat dad, coffee addict, partnered :rainbow: (he/him) :Capricorn: some posts may be NSFW. opinions my own.",1/22/19 5:50,41,1,0,24,0,1229,1689,29691,5,2.034174125,Naarm (Melbourne),1,1
1796,7/9/22 9:17,@PeteUK7 Given they have downgraded monkeypox in the UK for this *specific variant* and are focusing on only homosexual transmission routes. (and a view to change it to an STI) I cannot see them treating any airborne HCID with any seriousness now. _URL_,Twitter Web App,0,0,0,:United_Kingdom:,12/7/17 23:10,55,0,1,0,0,140,1448,5303,0,0.714285714,"England, United Kingdom",1,1
1798,7/9/22 9:17,"@SadSonya4 I may have missed it in your thread, but there was also an incident where they claimed monkeypox was being spread by gay men. _URL_",Twitter for Android,0,1,0,"cat dad, coffee addict, partnered :rainbow: (he/him) :Capricorn: some posts may be NSFW. opinions my own.",1/22/19 5:50,41,0,0,0,0,1229,1689,29691,5,0,Naarm (Melbourne),1,1
1802,7/9/22 9:18,"I will NEVER have sex with a homosexual male in a dirty bath house, so I won't be getting the monkey pox... :woman_shrugging: _URL_",Twitter Web App,0,0,0,None,9/25/14 17:47,93,0,0,0,0,258,837,10106,3,0,None,1,1
1803,7/9/22 9:18,So monkey pox is mainly 'STD like' at the moment. Not to sound like a buzz kill but risky sex is a terrible idea. Anyone with more than 2 partners a year should be extra careful. Gay (single and mingle types) community is the most at risk.,Twitter for Android,0,0,0,Multiple S curves will make the roaring 20's a certainty. A unique opportunity to make 10's of millions :money_bag:. Engines are lit ... to the moon!:rocket:,11/13/20 5:59,19,0,0,0,0,223,889,4203,3,0,The world,1,1
1805,7/9/22 9:19,Is it me ??? I'm afraid to have any sexual activities cause monkey pox is spreading and not many states are doing the vaccine :man_shrugging_medium-dark_skin_tone: I don't want that shit :man_shrugging_medium-dark_skin_tone: sorry,Twitter for iPhone,0,0,0,:Scorpio: Vers bttm societal policy nerd smarts and street cred. multitalented God loving fag test your mother don't test me...Brooklyn born Jersey breed Southern feed,10/22/19 7:12,32,0,0,1,0,1374,4746,1016,1,0.072780204,"Alabama, USA",1,1
1806,7/9/22 9:20,"#Monkeypox moving like:fire:in #NYC; aerosolized micro-droplets &amp; contact (shaking hands, hugs, kisses, fluids). OVERCROWDED subways, bus &amp; #NYCDOE schools = superspreader events -  ASK yourself - how long b4 UR child is #POX+? And then you... #Covid_19 #pandemic #smallpox _URL_",Twitter for iPhone,0,1,0,"Political & historical analyst; political campaign manager; Teacher, environmentalist & crypto enthusiast. I ride the rails to earn my keep & pay my bills.",3/15/20 1:43,27,0,0,0,0,695,229,3756,10,0,"New York, USA",1,1
1817,7/9/22 9:23,"SA least jabbed, least moneypox, least cvd...look at majority percent countries jabbed countries like Netherlands Portugal Gibralter Israel....most cvd _URL_",Twitter for Android,0,0,0,Organisor of No Limits Business Networking Group/Artist promotions/unique SAHerbs/retired Auditor,9/9/12 18:31,118,0,1,3,0,125,117,12980,3,3.2,Durbanville CT SA,1,1
1821,7/9/22 9:25,"@EvilArthurFleck We expected this, heard a case of the dreaded Monkey Pox has come through the border…. Ardern and WEF cronies have this planned out.",Twitter for iPhone,0,0,0,"Live by the maxim Justum Perficito Nihil Timeto - 'Do right, fear nothing'. Anti-woke and wide awake.",4/26/22 6:15,2,0,0,7,0,177,269,486,0,3.95480226,None,1,1
1838,7/9/22 9:36,Seems lab technicians in Portugal have looked closely at the #Monkeypox samples (originally from Nigeria with samples sent to UK and Israel in 2019!! :-0 )and they hypothesise that the virus has been engineered. _URL_,Twitter Web App,0,0,0,Veteran. Globalism=Yours! WEF must be purged from all offices of power. Davos = Deathos,1/26/21 3:50,17,0,0,1,0,911,278,8997,8,0.109769484,"Shi, na",1,1
1839,7/9/22 9:37,@fedup42Mn Lots of these things pop up and then disappear. Zika virus was another one. Monkey pox seems to have gone away and now they're talking about Marburg. I think these things are released in order to be tested and tweaked if necessary. Then saved up for when they need them.,Twitter for iPhone,0,0,0,Normal. Openly straight. Back after a 2 year twitter hiatus. Ex-forces. Muay Thai fan.,6/16/22 9:56,0,1,0,1,0,91,196,551,0,2.197802198,None,1,1
1841,7/9/22 9:37,So the Bilderbergers cancelled monkey pox? Did they decide their scam was too obvious this time?,Twitter Web App,0,1,0,"I FOLLOW BACK BABY! German Philosopher (academic, not self-declared). Geopolitics enthusiast. _URL_",1/10/10 20:16,149,0,0,1,0,150,135,8534,4,0.666666667,Germany,1,1
