number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class
4624,2022-07-09 21:13:43,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots _URL_",Twitter for iPhone,False,False,None,2015-09-23 22:37:56,0,0,0,0,12,111,2471,1,None,1,1
4632,2022-07-09 21:14:59,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots. :face_with_tears_of_joy: Maybe they should change the name to Analpox?:face_with_tears_of_joy: _URL_",Twitter for iPhone,False,False,None,2013-03-07 21:23:09,0,1,1,0,238,766,25440,6,Cleveland,1,1
4634,2022-07-09 21:15:22,Yes #monkeypox shows the same cracks in pandemic preparedness and health equity &amp; the utter disregard for the imp of $$ for #STI services- in the US and globally. It is not the CDC or WHOs fault- the scientists have been begging for $ for decades.  _URL_,Twitter for iPhone,False,True,North American Executive Editor @TheLancet. A glass half empty gal living in nested optimism. Views my own. She/her,2013-01-22 10:06:36,1,0,0,0,905,1232,3537,0,"New York, NY",1,1
4642,2022-07-09 21:16:23,@ZubyMusic It's a good thing I took precautions. Monkey pox is real. Wear your butt plug and save lives. _URL_,Twitter Web App,False,False,My pronouns are Honk/Honk. Plug up! Monkeypox is real. Buttplugs save lives.,2021-12-18 03:44:26,0,0,1,0,336,535,8002,0,:syringe::pile_of_poo:,1,1
4644,2022-07-09 21:16:45,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,False,False,None,2022-02-15 00:24:25,0,0,0,0,3,59,4314,0,None,1,1
4649,2022-07-09 21:17:20,"Damn, these liberals are going to tolerate and love themselves to death Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism  _URL_",Twitter Web App,False,False,"MAGA, 2nd Amendment, Constitution, Patriot, Musician, non-conformist, pro-life, in the best relationship!",2009-10-23 04:07:58,1,0,2,0,1561,2527,21029,1,"Massachusetts, USA",1,1
4653,2022-07-09 21:17:46,"The perils of being like woke homeau Truduck ! Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,False,False,Social Conservative who has been there and done that within reason and sometimes without!,2022-04-26 12:36:18,0,0,0,0,9,10,3307,0,None,1,1
4655,2022-07-09 21:18:28,"@Kevin5740Arnold @GaiasEarth @joncoopertweets Lost? You misspelled democrats cheated. Fear mongering ?? Lol. Right….because GOP is in power and scaring people with Russia, COVID19, monkeypox , lockdowns, climate change etc…lol. what you are doing, it's called projecting. Get your head out of your ass my man",Twitter for iPhone,False,False,Proud American :United_States: …..living in Texas,2022-04-28 16:34:08,0,1,0,0,19,94,971,0,None,1,1
4656,2022-07-09 21:18:29,"@TrueNorthCentre But this is what they get ... The perils of being like woke homeau Truduck ! Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,False,False,Social Conservative who has been there and done that within reason and sometimes without!,2022-04-26 12:36:18,0,0,0,0,9,10,3307,0,None,1,1
4657,2022-07-09 21:18:35,"@PickingPeaches1 I guess monkey pox, rabbit plague and bird flu weren't scary enough. Ninjas are super cool, so that won't work either.",Twitter for Android,False,True,Federal People's Party of Canada candidate for Dauphin-Swan River-Neepawa 2021 _URL_,2021-06-04 17:32:39,0,0,3,0,1138,699,6389,13,None,1,1
4662,2022-07-09 21:19:08,"Memo to Westminster and Corruption Bay: Don't even think about another lockdown.  Because next time we'll know a) it doesn't work, b) it's not really about Covid, Monkeypox, or whatever you dream up next. _URL_",Twitter Web App,False,True,Unreconstructed Nationalist,2011-05-21 19:34:16,4,0,10,1,3035,83,52275,22,Cymru,1,1
4669,2022-07-09 21:20:19,"@MandateMasksNY @myrabatchelder They'll be putting infectious (and extra-deadly to kids) monkeypox pustule juices into NYC schools soon.. and the Black Plague after that, if that's what it takes to keep the planet-killing capitalism rolling for our ""public servants"" untaxed billionaires..",Twitter Web App,False,True,"I'm with the people who are with everyone. A simple, selfish son. All views hopefully common sense. I like :globe_showing_Americas:. Check out the ""Hofeller Documents"" he/him #UBI:wheelchair_symbol:",2009-05-10 23:01:22,0,0,0,0,717,2044,55699,2,Corporate,1,1
4670,2022-07-09 21:20:28,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_ Hmmmm, You remember how they said it spreads! Now we know!",Twitter Web App,False,False,"I'm a Patritoic Conservative! I play tennis, golf and going to the gym. I am happily married to my wife for 50+ years!",2020-04-11 18:06:15,0,0,0,0,109,144,1459,1,None,1,1
4677,2022-07-09 21:22:43,"@Not_the_Bee AIDS, now monkeypox… seems like the primates are going to eventually win if they keep passing diseases on to those with compromised immune systems due to their sexual perversion and drug-fueled lifestyles. _URL_",Twitter for iPhone,False,False,"Bible-believer, against the World — ""That which is highly esteemed among men is abomination in the sight of God.""",2022-07-03 15:55:01,0,0,1,0,9,41,136,0,Heavenly Places,1,1
4679,2022-07-09 21:23:38,I might look at porn on Twitter about 40 minutes a day but no sex outside my long term relationship is coming our way until this monkeypox thing is finished… #gay #nyc #Monkeypox #monogamy,Twitter for iPhone,False,True,FKAPOPQWIZ poetry songs thoughts and misc insanity:rainbow_flag:he/him HOPE LOVE TOLERANCE KINDNESS :red_heart::Statue_of_Liberty::mobile_phone:6469611166 page contains some:cross_mark:RATED retweets:rainbow_flag:ROMANCE:red_heart:,2020-08-04 19:59:44,0,0,1,0,67,1070,5292,0,"Manhattan, NY",1,1
4687,2022-07-09 21:24:51,"@Debr1049Debra @BostonGlobe Agreed. AIDS epidemic proliferated by Tony Fauci throwing shit at the wall trying to make it stick, same as w covid. Now, like AIDS, monkeypox is mostly preventable by just not engaging in degeneracy. Clown world is turning into shameful to live in world.",Twitter for iPhone,False,False,Bigman:trade_mark: | Invented deep strokes | Top Hand of the Year '18-'21 | CBRN Warfare Enthusiast | #Smokepitcrew,2021-07-18 19:39:20,0,0,0,0,299,779,4269,1,None,1,1
4701,2022-07-09 21:26:45,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_  If one chooses to have sex with monkeys expect ""monkeypox"". If one chooses to have disgusting sex with the same sex, ""monkeypox"" is getting off easy.",Twitter Web App,False,False,"PhD in Environmental Science, Virology, Chemistry MS in Education UnderGrad in Geology, Physics, Bacteriology Master Gunsmity (60+ years experience, Commercial",2022-05-13 19:18:16,0,0,0,0,1,2,178,0,None,1,1
4709,2022-07-09 21:29:28,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,False,False,"I wear many hats; I'm a church elder, a social worker, a writer, and a singer.",2017-06-16 01:02:59,0,0,0,0,12,144,384,0,60455,1,1
4711,2022-07-09 21:29:59,@FoxNews According to the CDC the only way monkey pox is transmitted is if some idiot engages is sexual activity with a person who has massive open sores all over there body.... there is nothing the government can do to prevent stupidity,Twitter for Android,False,True,"Retired Trial Attorney. Radio Show Co-host, Published by The Hill, Newsmax, Washington Examiner Etc. Worked for Heritage Foundation & GOP Leadership in DC.",2012-10-17 16:52:23,0,1,3,0,3543,4971,24212,0,"Birmingham, AL",1,1
4722,2022-07-09 21:32:07,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,False,False,I beat Stage IV CANCER . _URL_ _URL_  _URL_,2011-10-31 15:42:33,1,0,1,0,1262,4255,88663,30,"Sarasota,FL",1,1
4733,2022-07-09 21:33:40,@BaconOverHoes It's not funny at all. Picking and choosing when to be sex positive is not a thing.  Part of sex comes STIs (and more recently monkeypox) and if you're being responsibly and informing partners and asking the right questions then that's all I can ask of you.,Twitter for iPhone,False,True,"this planet is fucked, fuck this planet",2020-01-20 02:57:18,5,1,15,0,29669,602,5084,27,None,1,1
4737,2022-07-09 21:34:02,@BillGatesFanz @WHO There trying hype the monkey pox emergency again with a meeting on the 15th unbelievable,Twitter for iPhone,False,False,None,2014-08-03 09:38:03,0,0,2,0,87,323,3745,0,None,1,1
4738,2022-07-09 21:34:18,@FoxNews Monkey pox seems to be restricted to certain folk engaging in some naughty practices. Am I right? The other thing I heard was that unnamed unused cheap medication called ivermectin is a silver bullet for it. Is that right?,Twitter for Android,False,False,Old age teen,2022-04-27 13:44:18,0,0,0,0,0,14,201,0,"West Midlands, England",1,1
4743,2022-07-09 21:34:44,"Gov/big pharma: ""People aren't falling for it anymore, what do we do to keep up the fear..and our profits?"" Gov think tanks/media/marketing: ""Right, Monkeypox out Ninja covid in!"" Big Pharma: ""Catchy. K'ching! We'll get tweeking!"":winking_face::winking_face:""Hey Bob where's those out of date vaccine's?""",Twitter Web App,False,False,None,2014-10-05 13:20:20,0,0,0,0,56,355,1465,0,None,1,1
4757,2022-07-09 21:37:44,"@mmpadellan You all better fine tune monkey pox or Covid 121 to allow for all your ballot box stuffing again. Because 80 million voted last time and after the current idiot has destroyed America in 18 months, probably 100+ million will vote in 2024 for Trump.",Twitter for iPhone,False,False,"Family man,Husband ,musician,AMC ape,stock trader,Libra & gardener, Republican. Raised in NJ.",2021-03-29 06:38:26,0,0,0,0,470,755,3551,1,"Keizer, OR",1,1
4764,2022-07-09 21:38:58,"@1NewsNZ Give J-Nasty time, ffs. First case of monkey pox is here, so now she can do her fake-empathy act, lock the country down and kill off the entrepreneurs and small businesses she missed first time round #f•••offArdern _URL_",Twitter Web App,False,False,The struggle is real,2020-08-09 03:10:18,2,1,7,0,708,1061,14520,2,:New_Zealand::Brazil::United_States:,1,1
4767,2022-07-09 21:39:25,"WHO WAS THE GUY IN CHARGE OF RESEARCHING AIDS BACK IN ANCIENT HISTORY, YOU KNOW THE 1980S? I'm starting to think there may be a really easy way to avoid getting monkeypox _URL_ via @Not_the_Bee",Twitter for Android,False,False,"""Freedom (n.): To ask nothing. To expect nothing. To depend on nothing."" - Ayn Rand. Had 167k followers until 1/8/20... Pronouns: Shklee/Shklim/Shkler",2022-02-13 01:30:11,2,1,6,0,26174,17106,62233,17,None,1,1
4769,2022-07-09 21:39:31,@jubillee1 @TheLaurenChen It is depravity. Little girl will be lucky if she doesn't contract monkeypox from that degenerate plastic butt-sex monster,Twitter for iPhone,False,False,Free speech is scary,2022-05-02 22:26:27,0,0,0,0,50,224,1247,0,None,1,1
4770,2022-07-09 21:39:49,"We have the first case of anothercon, monkeypox, arrived in NZ. Oh please Another distraction",Twitter for Android,False,False,"If you are going through hell, keep going. Winston Churchill :red_heart: NZ :red_heart: Wake Up New Zealand Fight for your Freedom Don't let Stalinda buy you Be your own person",2009-03-18 22:51:15,7,9,54,0,291,688,1853,4,New Zealand,1,1
4774,2022-07-09 21:40:53,"@catturd2 Yes MORE COVID VERSIONS - and the dreaded MONKEYPOX OF DOOM!!! get your mail in ballots ready - a helpful person will be around to pick them up for you soon. unless you vote repub, in which case they will throw them ballots away! lol",Twitter Web App,False,True,Former online radio DJ for Eve-radio/lineage radio/HomeLAN radio/Digital Evo radio - Current Co admin Heresy Gaming,2015-11-06 04:03:12,0,0,0,0,74,105,4427,0,"Michigan, USA",1,1
4775,2022-07-09 21:41:07,@hshLauraJ Monkey Pox should be called money pox.,Twitter for Android,False,False,Nebraska husker fan retired lineman and IBEW member.Born Jan 18 1956 Trump _URL_ Bitcoin Nebraskan.,2020-03-26 20:31:44,0,0,0,0,1079,1137,43091,0,Southeast Nebraska,1,1
4792,2022-07-09 21:44:49,"Did Russia engage in biowarfare against the world? Asking for a friend. The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_ via @Yahoo",Twitter Web App,False,False,"Analysis, Opinions, News, Satire and very foul language. Nothing I tweet is advice, I am not an investment advisor, do your own due diligence.",2011-03-14 01:42:23,0,0,0,0,485,680,32944,4,2600Hz,1,1
4800,2022-07-09 21:46:25,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter for iPad,False,False,None,2021-09-14 17:28:51,0,0,0,0,41,67,2650,2,"Westfield, IN",1,1
4814,2022-07-09 21:49:18,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter for Android,False,False,None,2009-04-07 12:47:21,0,0,0,0,80,296,8946,9,IL,1,1
4815,2022-07-09 21:49:19,@SamJack46067275 nz news going on about monkey pox which is caught same way as Aids..,Twitter Web App,False,False,"Interested in World Politics, NZ, Health; staying connected with whats happening in the world. #pol #NZ #She",2021-10-13 15:28:25,0,0,7,0,1069,3286,445,1,None,1,1
4820,2022-07-09 21:51:06,"LGBTQ PRIDE MONTH GONE, MONKEY POX ARRIVES. NOT NICE TO FOOL WITH MOTHER NATURE, WOULD BE MY BEST GUESS???",Twitter for Android,False,False,"Retired business owner, FCC licensed ,1962 vet. I love my lord JESUS, my family and country, love ISRAEL and Waiting for JESUS return, accept JESUS today.",2009-03-11 23:38:03,1,1,8,0,3777,3625,14216,2,"Brookfield, WI",1,1
4826,2022-07-09 21:52:54,"""Monkeypox Can Be Airborne, Too - The New York Times"" _URL_",Twitter for Android,False,False,Photographer- Artist - Student - at Northern Arizona University,2015-03-24 14:08:43,0,0,0,0,178,1066,3371,9,boulder co,1,1
4831,2022-07-09 21:53:37,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots _URL_",Twitter for iPad,False,False,"""I carry your :red_heart: with me, I carry it in my :red_heart:"" :butterfly: Author ~E.E.Cummings~ :red_heart: :butterfly:. Look for me on ""TRUTH SOCIAL"". @LindaMaryGG",2017-01-05 01:43:15,0,0,0,0,13571,13635,74077,1,None,1,1
4833,2022-07-09 21:53:51,"Monkeypox is NOT AN AIRBORNE virus, it's transmitted though direct contact with infected bodily fluids from animals/humans similar to HIV/AIDS. It has a very limited potential for epidemic spread. A mask is worthless, just wash your hands.  _URL_",Twitter for Android,False,False,Retired U.S. Navy in 1992 and retired working 2006. Married to my beautiful wife Wendy and living in a house built in 1850.,2008-10-27 20:06:10,2,0,1,0,674,775,2482,0,Western New York state.,1,1
4834,2022-07-09 21:54:05,"@newsmax Nice 2 for 1 there with incorporating both the COVID scam and the Climate Change scam into one story. Excellent work. But, I think I saw this plot line already in a 1980s B-movie. Nice effort though. Bold! More points if you'd specifically mentioned the Monkey Pox scam too.",Twitter Web App,False,False,None,2022-03-12 18:01:24,0,0,0,0,18,1,1468,0,None,1,1
4842,2022-07-09 21:55:19,"If it involves celibacy or any other sort of sexual self control, you can bet that anti- #PurityCulture liberals or progressives who support #SexPositive mumbo jumbo will mock or ignore. :face_with_tears_of_joy: - #stds #stis #monkeypox #celibacy #emptyThePews #exvangelicals #exvangelical _URL_",Twitter Web App,False,True,"Christians should stop worshipping marriage, the nuclear family, family values, & sex.  (I am NOT anti marriage, families, etc, but am pro-singleness)",2013-10-16 23:43:26,1,0,0,0,447,277,102765,121,None,1,1
4846,2022-07-09 21:56:19,"Has #Australia ordered some #MonkeyPox vaccine? It would appear that this is another virus that has changed transmission from original (ie definitely airborne, children &lt; 10yrs positive). Doubling numbers in 8 days. @AlboMP",Twitter Web App,False,False,"Company Director, Investigator, Author. Experienced: adult training, construction, mining, primary production, environment. Married, with children.",2013-05-08 02:16:00,0,0,0,0,318,68,71178,106,"Queensland, Australia.",1,1
4848,2022-07-09 21:57:06,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots   _URL_",Twitter for Android,False,False,#BackTheBlue #DemsGottaGo  #Christian #CULT45 #REPUBLICAN  #Vets #NRA #PATRIOT #USA #TRUMP #BUILDTHEWALL #MAGA American Citizens b4 Illegal Aliens,2017-10-13 23:23:33,0,0,0,0,5133,4900,83058,3,Tennessee,1,1
4859,2022-07-09 21:58:24,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter for Android,False,False,None,2022-03-18 10:30:45,0,0,0,0,6,29,198,0,None,1,1
4888,2022-07-09 22:02:35,"@ZeeOneNZ Careful sharing that picture, you'll have Jacinda locking us down convinced birds can spread monkeypox :rolling_on_the_floor_laughing:",Twitter for Android,False,False,None,2013-05-11 04:12:28,0,1,1,0,15,67,188,0,None,1,1
4897,2022-07-09 22:05:21,@TheNzRocketeer @1NewsNZ Gay and bi-sexual men seem to be getting monkey pox which points to sex being the main form of transmission. Sex ban for all.,Twitter Web App,False,False,Left wingers trolls who search my page for information for details/tweets to use against me will be blocked.,2021-10-01 06:14:09,0,0,5,0,951,512,6878,8,Auckland,1,1
4899,2022-07-09 22:05:33,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_ via @Yahoo  don't be having sex with strangers and you will be fine",Twitter Web App,False,False,None,2022-05-25 22:06:59,0,1,0,0,8,37,580,0,None,1,1
4900,2022-07-09 22:05:42,"@Steve_Sailer Remember, in ""monkey pox"" the ""k"" is silent.",Twitter for Android,False,False,"I am a licensed professional counselor and a state certified psychoanalyst, both in New Jersey.",2021-11-25 12:55:16,0,0,0,0,503,2819,14061,1,Virtual,1,1
4903,2022-07-09 22:05:55,@AWokeZombie Try to find out if they printed the ballots for November ....yet... you know monkey pox is going to make us use paperballots... last time they started printing them in March.,Twitter for Android,False,False,None,2013-10-07 00:04:28,0,0,0,0,143,1001,5642,2,None,1,1
4906,2022-07-09 22:06:06,"Ummmm gross? Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter for iPhone,False,False,"I miss Trump:red_heart::United_States:Favorite quote: ""What is lost forever, has brought the change in me"" followed by Wayne Dupree, Oregon4TRUMP, Larry Elder & LadyMaga :red_heart:",2017-12-21 04:44:10,0,0,1,0,2689,3082,20737,0,None,1,1
4907,2022-07-09 22:06:09,FIRST  CASE OF MONKEY  POX FOUND IN TEXAS.  SYMPTOMS  ARE THE SAME  AS HERPES.... SPREAD JUST LIKE HERPES.  BODILY FLUID.  SEX. KISSING.  CLOSE SWEATY CONTACT...,Twitter Web App,False,False,I'm just a human. living in world of animals.  walking through life... a life of senslisness...also I build food trucks and trailer.  check out my profile pics,2022-03-16 21:09:31,1,0,2,0,345,310,2220,0,Sherman Texas..,1,1
4912,2022-07-09 22:06:38,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter for iPad,False,False,None,2021-09-14 17:28:51,0,0,0,0,41,67,2650,2,"Westfield, IN",1,1
4921,2022-07-09 22:07:57,"Getting monkeypox from sex in bath houses is the epitome of Play Stupid Games, Win Stupid Prizes In Biden's America, the stupidest people call the shots. It has been 30 years since the Dems have proferred even a marginally competent candidate. Water circling the toilet bowl... _URL_",Twitter for Android,False,False,cybersecurity and ML.,2012-04-12 10:12:39,0,0,0,0,74,186,2812,2,None,1,1
4940,2022-07-09 22:12:10,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_ via @Yahoo Planned action by this Administration to allow the excuse to lock down the Country before the Nov Elections..",Twitter Web App,False,False,"Retired Military, Retired Highway Dept. Specializing in being an asshole, everyone needs a hobby",2022-05-16 20:00:19,0,0,0,0,7,28,395,0,None,1,1
4956,2022-07-09 22:16:17,"@DrEliDavid @TroyMey26785937 The Wuhan Institute of Virology is currently working on the primate version of bio weapon , the Monkey Pox ….",Twitter for iPhone,False,False,....those that were seen dancing were thought to be insane by those who could not hear the music.,2021-11-24 05:39:19,1,0,3,0,1090,492,14080,0,USA :United_States:,1,1
4962,2022-07-09 22:17:02,Oh good the mainstream media is continuing to scare the crud out of people with more made up variants No I'm not worried about monkey pox  Wake up people _URL_,Twitter Web App,False,False,"Jesus follower; country music, concerts, books. Making memories with family & friends.",2009-05-07 20:12:05,0,0,0,0,323,241,19756,16,Michigan,1,1
4964,2022-07-09 22:17:33,CERN created Covid and monkey pox,Twitter for iPhone,False,True,:hear-no-evil_monkey::see-no-evil_monkey::hear-no-evil_monkey:,2019-09-25 14:42:54,0,0,0,0,20,82,2811,0,None,1,1
4974,2022-07-09 22:19:51,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,False,False,None,2022-05-16 17:10:55,0,0,0,0,2,18,1154,0,None,1,1
4987,2022-07-09 22:23:47,Do NOT worry—Monkey pox is only transferable to those who enjoy packing anus chocolate on the weekends…. _URL_,Twitter for iPad,False,False,"Worked 39 yrs in Germany, Mexico, England, Sweden, Hong Kong & Switzerland. Capitalism brings the most people out of poverty—NOT Socialism! Get educated!",2020-04-04 20:20:03,0,0,2,1,810,1200,25227,7,Switzerland & USA,1,1
5007,2022-07-09 22:27:41,I really hope that the nonsense with lockdowns and the rest of the monkeypox would not be on the agenda for this fall. :folded_hands:,Twitter for iPhone,False,False,"Tennis, WTA, Simona Halep, Romania, Sighisoara, Transilvania, Cluj-Napoca #mathematics",2009-08-19 16:04:05,0,0,0,0,909,2063,161365,28,London,1,1
5008,2022-07-09 22:27:43,@NMadeinNZ Well she's on the record saying she won't which means she absolutely will try. But lock us down for what? Covid? No one cares about that anymore. Flu? Noone will tolerate being locked down over that. monkeypox? Like to see her try lock nz down over an std :face_with_tears_of_joy:,Twitter for Android,False,False,Questioning everything & naturally immune to bullshit. Pro choice.Anti mandate. Jab free :victory_hand:,2021-09-18 23:59:22,0,1,3,0,1086,1433,9093,6,None,1,1
5010,2022-07-09 22:28:23,@ZubyMusic Funny how nobody mentioned monkeypox in 2021 even though it was flaring up too :clown_face:,Twitter Web App,False,False,"Sometimes we fail to observe even the most obvious things. But for pointing out people's folly, the world would remain full of idiots. Happy to be proven wrong.",2021-03-08 19:51:20,0,0,3,0,146,2,6240,3,Always on Zulu time,1,1
5014,2022-07-09 22:29:46,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots _URL_",Twitter for iPhone,False,False,James 4:7 RESIST the devil and he will FLEE from you! TRUST the promise of Psalm 91. :crossed_swords::shield:MOLON LABE:shield::crossed_swords: Illigitimus non Carborundum,2011-07-04 13:33:55,0,0,0,0,2624,2795,44389,2,None,1,1
5015,2022-07-09 22:29:54,"@gabbystern @DrEricDing @WHO You STILL have the old tweet up saying that Covid isn't airborne. #CovidIsAirborne. Fix your comms. You aren't telling people that monkeypox is airborne, even though your website said it was airborne until recently and is is. Fix your comms.  Stop misleading people.",Twitter Web App,False,False,observer of geopolitics,2022-04-15 01:42:48,0,0,0,0,5,5,399,0,None,1,1
5016,2022-07-09 22:30:30,@blakestonks Not a huge move between now and September and then they'll introduced some monkeypox BS and things will tank again until late 2023.,Twitter for iPhone,False,True,"17 yrs old, sports betting + option trading. Join the free discord :bullseye:",2022-01-09 00:32:26,0,0,0,0,73,133,378,1,None,1,1
5026,2022-07-09 22:32:07,"@RioSlade The best are N- or KN-95s (which I am sure you know), but probably a good idea to wear protective glasses, since the virus is airborne. Probably would help with monkeypox, as well.",Twitter Web App,False,False,Bios aren't fun,2020-02-27 02:12:45,1,0,10,0,73,140,278,0,Yes,1,1
5028,2022-07-09 22:32:22,@gabbystern Looks like what he wrote is accurate -- but what's worse WHO still isn't giving out accurate information about monkeypox. Maybe start telling people it's airborne? P.S. Why is WHO not telling health care facilities to wear P100/FFP3 respirators 100% of the time for Covid?,Twitter Web App,False,False,observer of geopolitics,2022-04-15 01:42:48,0,0,0,0,5,5,399,0,None,1,1
5031,2022-07-09 22:32:39,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots:face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear:NOONE SHOULD BE SURPRISED:face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting: _URL_",Twitter for iPhone,False,False,I'm a conservative PATRIOT:United_States::glowing_star::dove:,2021-11-18 22:46:00,0,0,0,0,12,36,7492,0,None,1,1
5035,2022-07-09 22:33:34,@abcactionnews @SarahHollenbeck @AraizaReport :police_car_light:PLEASE! Don't spread misinfo re #monkeypox! It IS something to be *very* concerned about. :eyes:below &amp; FOLLOW @DrEricDing re #monkeypox AND #COVID19—*BOTH* ARE AIRBORNE. Dr. Ding's a trusted expert who's spoken out when others haven't. _URL_,Twitter for iPhone,False,False,#GimmeSomeTruth #JohnLennon #Antifa #TeamJustice #HandMarkedPaperBallots #JohnLewisVotingRightsAct #TakeAKnee #BLM #ERA #ProChoice #RBG #Atheist WI:cheese_wedge:Cheesehead,2017-02-03 19:10:38,0,0,1,0,2527,3598,144799,5,"North Sarasota, FL",1,1
5037,2022-07-09 22:33:38,@ZubyMusic They'll do another wave of covid when flu season comes around in the autumn/winter then go full bore with monkey pox.,Twitter for iPad,False,False,None,2018-01-17 12:20:32,0,0,0,0,137,629,28193,0,None,1,1
5049,2022-07-09 22:35:17,"Here's some eye opening information, which suggests it is best to avoid lots of sexual partners and any group sex for the foreseeable future. Monkeypox is exploiting these channels. Remember, many folks are getting mild cases and telling themselves they don't need to isolate _URL_",Twitter for Android,False,True,Dad. Gay. Opinions are my own and RTs are not any endorsement. #DukeNation. Try my page you may like it! Football is life. SC: JaybirdHarlem; $JayBirdHarlem,2011-08-14 15:18:41,2,2,7,0,17343,4596,329517,43,"New York, NY",1,1
5053,2022-07-09 22:35:49,"Is it slow? Or is it deliberate? How do we get to 100% mail in ballots and harvesting votes  @CDCgov @WhiteHouse  The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,False,False,One cog in a machine,2020-12-06 20:36:54,0,0,0,0,59,67,7216,1,None,1,1
5055,2022-07-09 22:35:56,"CDC/ WHO swear on everything holy that monkeypox is not airborne &amp; that public doesn't have to worry about asymptomatic spread, it's just gay men's disease. _URL_",Twitter for Android,False,False,#AlwaysBernie  #COVIDvaccine for Bangladesh #MaskAndVax,2017-05-14 01:51:14,0,1,0,0,1081,1761,90035,8,None,1,1
5064,2022-07-09 22:37:59,@eugyppius1 I'm currently refraining from homosexual sex in order to Stop the Spread of monkeypox and Flatten the Curve because We're All In This Together.,Twitter for Android,False,True,Author of Poor Man's Guide to Financial Freedom and Tales From Captivity. Commissar of _URL_,2022-03-07 04:57:24,1,0,5,0,133,193,1055,0,Kazakhstan,1,1
5070,2022-07-09 22:39:42,@FoxNews Monkey Pox ??? Bullshit.,Twitter for Android,False,False,"Another ""ignorant Appalachian hillbilly""...",2012-02-05 08:16:58,0,0,0,0,18,53,1411,1,"Florida, USA",1,1
5073,2022-07-09 22:40:16,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_ No surprise. Just confirmation on how it spreads! Truth Always! #inJesusname",Twitter for iPhone,False,False,None,2011-12-15 03:00:43,0,0,0,0,2,25,1150,1,None,1,1
5079,2022-07-09 22:41:12,"KARMA! Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots _URL_",Twitter for Android,False,False,"Constitutional Conservative, MAGA, America First, #1A #2A, I Don't Play Nice & Tell it Like I see it.",2022-06-05 14:31:40,0,0,0,0,356,505,3640,1,Nowhere USA,1,1
5080,2022-07-09 22:41:15,"@Independent Bullshit The useless dangerous covid experimental jabs and boosters are responsible for all the people in hospital with covid, blood clots, aids, monkey pox etc. Covid Unvaxed people are healthy and have good immune systems",Twitter for Android,False,False,There never was a pandemic If there had been a pandemic millions of people in the UK would have died. Ignore all lockdowns and all restrictions,2017-09-29 04:54:45,1,0,5,0,247,193,6509,1,East Sussex UK,1,1
